bpd	arm	test	key_or_pair	N	canonical_same	max_rel_diff	max_bins
53	G	ordering	139	72	1	0	0.000
53	G	ordering	140	155	1	0	0.000
53	G	ordering	141	754	1	0	0.000
53	G	ordering	142	274	1	0	0.000
53	G	ordering	143	1129	1	0	0.000
53	G	ordering	144	770	1	0	0.000
53	G	ordering	145	1620	1	0	0.000
53	G	ordering	146	3610	1	0	0.000
53	G	ordering	147	152055	1	0	0.000
53	G	ordering	148	171	1	0	0.000
53	G	ordering	149	599	1	0	0.000
53	G	ordering	150	4191	1	0	0.000
53	G	ordering	151	168	1	0	0.000
53	G	ordering	152	741	1	0	0.000
53	G	ordering	153	5104	1	0	0.000
53	G	ordering	154	190	1	0	0.000
53	G	ordering	155	84	1	0	0.000
53	G	ordering	156	233	1	0	0.000
53	G	ordering	157	253	1	0	0.000
53	G	ordering	158	59	1	0	0.000
53	G	ordering	159	3247	1	0	0.000
53	G	ordering	160	70	1	0	0.000
53	G	ordering	161	68	1	0	0.000
53	G	ordering	162	1349	1	0	0.000
53	G	ordering	163	3308	1	0	0.000
53	G	ordering	164	3942	1	0	0.000
53	G	ordering	165	495	1	0	0.000
53	G	ordering	166	1936	1	0	0.000
53	G	ordering	167	123	1	0	0.000
53	G	ordering	168	3226	1	0	0.000
53	G	ordering	169	3955	1	0	0.000
53	G	ordering	170	45	1	0	0.000
53	G	ordering	171	6875	1	0	0.000
53	G	ordering	172	51	1	0	0.000
53	G	ordering	173	80	1	0	0.000
53	G	ordering	174	131	1	0	0.000
53	G	ordering	175	86	1	0	0.000
53	G	ordering	176	47	1	0	0.000
53	G	ordering	177	792	1	0	0.000
53	G	ordering	178	335	1	0	0.000
53	G	ordering	179	3711	1	0	0.000
53	G	ordering	180	51	1	0	0.000
53	G	ordering	181	214	1	0	0.000
53	G	ordering	182	317	1	0	0.000
53	G	ordering	183	553	1	0	0.000
53	G	ordering	184	872	1	0	0.000
53	G	ordering	185	755	1	0	0.000
53	G	ordering	186	1620	1	0	0.000
53	G	ordering	187	2951	1	0	0.000
53	G	ordering	188	411	1	0	0.000
53	G	ordering	189	33	1	0	0.000
53	G	ordering	190	26238	1	0	0.000
53	G	ordering	191	209	1	0	0.000
53	G	ordering	192	380	1	0	0.000
53	G	ordering	193	1081	1	0	0.000
53	G	ordering	194	834	1	0	0.000
53	G	ordering	195	2774	1	0	0.000
53	G	ordering	196	1062	1	0	0.000
53	G	ordering	197	344	1	0	0.000
53	G	ordering	198	75	1	0	0.000
53	G	ordering	199	2070	1	0	0.000
53	G	merge	0,0+1	68	1	0	0.000
53	G	merge	1,1+1	42	1	0	0.000
53	G	merge	2,2+1	41	1	0	0.000
53	G	merge	3,3+1	40	1	0	0.000
53	G	merge	4,4+1	40	1	0	0.000
53	G	merge	5,5+1	40	1	0	0.000
53	G	merge	6,6+1	41	1	0	0.000
53	G	merge	7,7+1	355	1	0	0.000
53	G	merge	8,8+1	368	1	0	0.000
53	G	merge	9,9+1	550	1	0	0.000
53	G	merge	10,10+1	1032	1	0	0.000
53	G	merge	11,11+1	819	1	0	0.000
53	G	merge	12,12+1	818	1	0	0.000
53	G	merge	13,13+1	1029	1	0	0.000
53	G	merge	14,14+1	614	1	0	0.000
53	G	merge	15,15+1	305	1	0	0.000
53	G	merge	16,16+1	477	1	0	0.000
53	G	merge	17,17+1	797	1	0	0.000
53	G	merge	18,18+1	1120	1	0	0.000
53	G	merge	19,19+1	1128	1	0	0.000
53	G	merge	20,20+1	2034	1	0	0.000
53	G	merge	21,21+1	2019	1	0	0.000
53	G	merge	22,22+1	539	1	0	0.000
53	G	merge	23,23+1	161	1	0	0.000
53	G	merge	24,24+1	178	1	0	0.000
53	G	merge	25,25+1	120	1	0	0.000
53	G	merge	26,26+1	205	1	0	0.000
