label	T	sources	partners	missed	false	ms_per_search
day-dl-200	50	500	500	0	0	3.161
day-dl-200	60	500	500	0	0	3.379
day-dl-200	70	500	500	0	0	2.915
day-dl-200	75	500	500	0	0	2.419
day-dl-200	80	500	446	0	0	1.878
day-dl-200	85	500	0	0	0	0.477
day-dl-200	90	500	0	0	0	0.333
day-dl-200	95	500	0	0	0	0.271
