candidate	fixture	lines	metric	median	min	max
arm-B	access-1m.log	1000000	sort_avail_s	0.001808	0.001775	0.001857
arm-B	access-1m.log	1000000	sort_fill_s	0	0	1e-06
arm-B	access-1m.log	1000000	churn_s	0.04433	0.04433	0.04433
arm-B	access-1m.log	1000000	churn_rss_delta_kb	-8176	-8176	-8176
arm-B	access-1m.log	1000000	churn_devel_size_bytes	1.18718e+06	1.18718e+06	1.18718e+06
arm-B	access-1m.log	1000000	churn_walk_s	0.000106	0.000105	0.00012
arm-B	access-1m.log	1000000	churn_sort_fill_s	1.4e-05	1.4e-05	1.5e-05
arm-C	access-1m.log	1000000	build_ns_per_line	3119.37	3106.39	3148.59
arm-C	access-1m.log	1000000	rss_delta_after_build_kb	85088	85088	85088
arm-C	access-1m.log	1000000	distinct_keys	3562	3562	3562
arm-C	access-1m.log	1000000	devel_size_bytes	7.58365e+07	7.58365e+07	7.58365e+07
arm-C	access-1m.log	1000000	lookup_asbuilt_s	0.000249	0.000237	0.000332
arm-C	access-1m.log	1000000	lookup_rebuilt_s	0.000262	0.00026	0.000281
arm-C	access-1m.log	1000000	walk_s	0.000947	0.000935	0.001035
arm-C	access-1m.log	1000000	walk_fill_count	0	0	0
arm-C	access-1m.log	1000000	sort_avail_s	0.005204	0.005198	0.005223
arm-C	access-1m.log	1000000	sort_fill_s	0	0	1e-06
arm-C	access-1m.log	1000000	churn_s	0.042952	0.042952	0.042952
arm-C	access-1m.log	1000000	churn_rss_delta_kb	-8176	-8176	-8176
arm-C	access-1m.log	1000000	churn_devel_size_bytes	1.18718e+06	1.18718e+06	1.18718e+06
arm-C	access-1m.log	1000000	churn_walk_s	0.000111	0.00011	0.000121
arm-C	access-1m.log	1000000	churn_sort_fill_s	2.8e-05	2.7e-05	2.8e-05
arm-D	access-1m.log	1000000	build_ns_per_line	3089.38	3067.08	3129.74
arm-D	access-1m.log	1000000	rss_delta_after_build_kb	83776	83776	83776
arm-D	access-1m.log	1000000	distinct_keys	3562	3562	3562
arm-D	access-1m.log	1000000	keymap_s	0.000551	0.000549	0.000556
arm-D	access-1m.log	1000000	devel_size_keymap_bytes	541209	541209	541209
arm-D	access-1m.log	1000000	devel_size_bytes	7.49407e+07	7.49407e+07	7.49407e+07
arm-D	access-1m.log	1000000	walk_s	0.000455	0.000453	0.000568
arm-D	access-1m.log	1000000	walk_fill_count	0	0	0
arm-D	access-1m.log	1000000	sort_avail_s	0.001082	0.001076	0.001098
arm-D	access-1m.log	1000000	sort_fill_s	1e-06	1e-06	1e-06
arm-D	access-1m.log	1000000	churn_s	0.044843	0.044843	0.044843
arm-D	access-1m.log	1000000	churn_rss_delta_kb	-8144	-8144	-8144
arm-D	access-1m.log	1000000	churn_devel_size_bytes	2.22696e+06	2.22696e+06	2.22696e+06
arm-D	access-1m.log	1000000	churn_walk_s	0.000206	0.000205	0.000214
arm-D	access-1m.log	1000000	churn_sort_fill_s	6e-06	6e-06	7e-06
arm-D	access-1m.log	1000000	compact_s	0.001218	0.001218	0.001218
arm-D	access-1m.log	1000000	compact_devel_size_bytes	1.33408e+06	1.33408e+06	1.33408e+06
arm-D	access-1m.log	1000000	compact_walk_s	5.6e-05	5.6e-05	5.7e-05
arm-D	access-1m.log	1000000	compact_sort_fill_s	6e-06	5e-06	7e-06
arm-D2	access-1m.log	1000000	build_ns_per_line	3090.29	3071.62	3140.58
arm-D2	access-1m.log	1000000	rss_delta_after_build_kb	83808	83808	83808
arm-D2	access-1m.log	1000000	distinct_keys	3562	3562	3562
arm-D2	access-1m.log	1000000	keymap_s	0.000363	0.000353	0.000404
arm-D2	access-1m.log	1000000	devel_size_keymap_bytes	541305	541305	541305
arm-D2	access-1m.log	1000000	devel_size_bytes	7.49408e+07	7.49408e+07	7.49408e+07
arm-D2	access-1m.log	1000000	walk_s	0.00047	0.000466	0.000584
arm-D2	access-1m.log	1000000	walk_fill_count	0	0	0
arm-D2	access-1m.log	1000000	sort_avail_s	0.001125	0.00111	0.00116
arm-D2	access-1m.log	1000000	sort_fill_s	1e-06	1e-06	1e-06
arm-D2	access-1m.log	1000000	churn_s	0.04941	0.04941	0.04941
arm-D2	access-1m.log	1000000	churn_rss_delta_kb	-8176	-8176	-8176
arm-D2	access-1m.log	1000000	churn_devel_size_bytes	2.22532e+06	2.22532e+06	2.22532e+06
arm-D2	access-1m.log	1000000	churn_walk_s	0.000215	0.000205	0.000221
arm-D2	access-1m.log	1000000	churn_sort_fill_s	6e-06	6e-06	8e-06
arm-D2	access-1m.log	1000000	compact_s	0.001419	0.001419	0.001419
arm-D2	access-1m.log	1000000	compact_devel_size_bytes	1.33244e+06	1.33244e+06	1.33244e+06
arm-D2	access-1m.log	1000000	compact_walk_s	5.8e-05	5.7e-05	5.8e-05
arm-D2	access-1m.log	1000000	compact_sort_fill_s	7e-06	6e-06	7e-06
arm-D3	access-1m.log	1000000	build_ns_per_line	3146.1	3115	3191.95
arm-D3	access-1m.log	1000000	rss_delta_after_build_kb	85600	85600	85600
arm-D3	access-1m.log	1000000	distinct_keys	3562	3562	3562
arm-D3	access-1m.log	1000000	keymap_s	0	0	0
arm-D3	access-1m.log	1000000	devel_size_keymap_bytes	485100	485100	485100
arm-D3	access-1m.log	1000000	devel_size_bytes	7.52831e+07	7.52831e+07	7.52831e+07
arm-D3	access-1m.log	1000000	walk_s	0.000469	0.000466	0.000574
arm-D3	access-1m.log	1000000	walk_fill_count	0	0	0
arm-D3	access-1m.log	1000000	sort_avail_s	0.0011	0.001095	0.001103
arm-D3	access-1m.log	1000000	sort_fill_s	1e-06	1e-06	1e-06
arm-D3	access-1m.log	1000000	churn_s	0.045718	0.045718	0.045718
arm-D3	access-1m.log	1000000	churn_rss_delta_kb	-8176	-8176	-8176
arm-D3	access-1m.log	1000000	churn_devel_size_bytes	2.56260e+06	2.56260e+06	2.56260e+06
arm-D3	access-1m.log	1000000	churn_walk_s	0.000213	0.000212	0.000224
arm-D3	access-1m.log	1000000	churn_sort_fill_s	6e-06	6e-06	8e-06
arm-D3	access-1m.log	1000000	compact_s	0.001538	0.001538	0.001538
arm-D3	access-1m.log	1000000	compact_devel_size_bytes	1.36373e+06	1.36373e+06	1.36373e+06
arm-D3	access-1m.log	1000000	compact_walk_s	5.8e-05	5.8e-05	5.8e-05
arm-D3	access-1m.log	1000000	compact_sort_fill_s	6e-06	6e-06	6e-06
