file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	T	raw	P95	314	0.018574	0.052771	0.053507	0.250643	0.936306	0.014228
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	T	binning	P99	314	0.016168	0.048842	0.054985	0.062260	0.942675	0.015636
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	T	raw	P99	314	0.016168	0.048842	0.054985	0.062260	0.942675	0.015613
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	T	binning	P999	314	0.017228	0.048842	0.055821	0.062260	0.936306	0.017090
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	T	raw	P999	314	0.017228	0.048842	0.055821	0.062260	0.936306	0.017090
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	binning	P1	314	0.003108	0.031442	0.044403	0.044403	1.000000	0.003611
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	raw	P1	314	0.003108	0.031442	0.044403	0.044403	1.000000	0.003609
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	binning	P50	314	0.024707	0.044403	0.044403	0.044403	1.000000	0.013969
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	raw	P50	314	0.025060	0.112412	0.498023	0.976264	0.942675	-0.006853
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	binning	P75	314	0.022781	0.042635	0.044403	0.044403	1.000000	0.014781
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	raw	P75	314	0.026629	0.044403	0.753559	0.962700	0.964968	-0.007275
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	binning	P90	314	0.018620	0.042491	0.044403	0.044403	1.000000	0.017164
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	raw	P90	314	0.018620	0.042940	0.123685	0.817823	0.984076	0.010515
