pair	n_a	n_b	n_union	remap	quantile	oracle	T_int_err	T_ceil_err	G_int_err	G_ceil_err
21	3	334	337	0	P90	1	-0.000346	-0.000346	0.003398	0.003398
21	3	334	337	0	P95	1	-0.000156	-0.000156	0.003588	0.003588
21	3	334	337	0	P99	1	-0.000011	-0.000011	0.003734	0.003734
21	3	334	337	0	P999	46	0.002774	0.002774	0.002774	0.002774
22	2	2	4	0	P1	4	-0.002800	-0.002800	-0.002311	-0.002311
22	2	2	4	0	P50	4	-0.000934	-0.001867	-0.000445	-0.001378
22	2	2	4	0	P75	4	-0.000000	-0.000934	0.000490	-0.000445
22	2	2	4	0	P90	4	-0.000000	-0.000000	0.000490	0.000490
22	2	2	4	0	P95	4	-0.000000	-0.000000	0.000490	0.000490
22	2	2	4	0	P99	4	-0.000000	-0.000000	0.000490	0.000490
22	2	2	4	0	P999	4	-0.000000	-0.000000	0.000490	0.000490
23	2	2	4	0	P1	4	-0.002800	-0.002800	-0.002311	-0.002311
23	2	2	4	0	P50	4	-0.000934	-0.001867	-0.000445	-0.001378
23	2	2	4	0	P75	4	-0.000000	-0.000934	0.000490	-0.000445
23	2	2	4	0	P90	4	-0.000000	-0.000000	0.000490	0.000490
23	2	2	4	0	P95	4	-0.000000	-0.000000	0.000490	0.000490
23	2	2	4	0	P99	4	-0.000000	-0.000000	0.000490	0.000490
23	2	2	4	0	P999	4	-0.000000	-0.000000	0.000490	0.000490
24	2	3	5	0	P1	3	0.003603	0.003603	0.000349	0.000349
24	2	3	5	0	P50	4	-0.001867	-0.001867	-0.001378	-0.001378
24	2	3	5	0	P75	4	-0.000934	-0.000934	-0.000445	-0.000445
24	2	3	5	0	P90	4	-0.000000	-0.000000	0.000490	0.000490
24	2	3	5	0	P95	4	-0.000000	-0.000000	0.000490	0.000490
24	2	3	5	0	P99	4	-0.000000	-0.000000	0.000490	0.000490
24	2	3	5	0	P999	4	-0.000000	-0.000000	0.000490	0.000490
25	4	34	38	0	P1	3	0.000199	0.000199	-0.003045	-0.003045
25	4	34	38	0	P50	4	-0.002441	-0.002584	-0.001952	-0.002096
25	4	34	38	0	P75	4	-0.001149	-0.001149	-0.000660	-0.000660
25	4	34	38	0	P90	4	-0.000287	-0.000287	0.000202	0.000202
25	4	34	38	0	P95	4	-0.000000	-0.000000	0.000490	0.000490
25	4	34	38	0	P99	5	0.001135	0.001135	0.001625	0.001625
25	4	34	38	0	P999	5	0.001135	0.001135	0.001625	0.001625
26	516	5	521	1	P1	3	-0.001806	-0.001806	-0.003207	-0.003207
26	516	5	521	1	P50	4	-0.004135	-0.004135	-0.001911	-0.001911
26	516	5	521	1	P75	4	-0.002830	-0.002830	-0.000616	-0.000616
26	516	5	521	1	P90	4	-0.002045	-0.002045	0.000161	0.000161
26	516	5	521	1	P95	4	-0.001784	-0.001784	0.000420	0.000420
26	516	5	521	1	P99	5	-0.001212	-0.001212	0.000965	0.000965
26	516	5	521	1	P999	45	0.000815	0.000815	0.002324	0.002324
27	516	303	819	1	P1	3	-0.001787	-0.001787	-0.003188	-0.003188
27	516	303	819	1	P50	4	-0.001918	-0.001918	-0.001778	-0.001778
27	516	303	819	1	P75	4	0.000277	0.000277	-0.000515	-0.000515
27	516	303	819	1	P90	4	0.001566	0.001566	0.000243	0.000243
27	516	303	819	1	P95	5	-0.004189	-0.004189	-0.002018	-0.002018
27	516	303	819	1	P99	5	-0.001206	-0.001206	0.000970	0.000970
27	516	303	819	1	P999	43	0.001409	0.001409	0.002933	0.002933
28	515	514	1029	0	P1	3	0.000055	0.000055	-0.003188	-0.003188
28	515	514	1029	0	P50	4	-0.002219	-0.002219	-0.001731	-0.001731
28	515	514	1029	0	P75	4	-0.000944	-0.000944	-0.000454	-0.000454
28	515	514	1029	0	P90	4	-0.000174	-0.000174	0.000316	0.000316
28	515	514	1029	0	P95	5	-0.001682	-0.001682	-0.001193	-0.001193
28	515	514	1029	0	P99	5	0.000674	0.000674	0.001165	0.001165
28	515	514	1029	0	P999	7	0.001079	0.001079	0.001570	0.001570
29	100	205	305	0	P1	3	0.000191	0.000191	-0.003052	-0.003052
29	100	205	305	0	P50	4	-0.002108	-0.002108	-0.001619	-0.001619
29	100	205	305	0	P75	4	-0.000964	-0.000964	-0.000475	-0.000475
29	100	205	305	0	P90	4	-0.000271	-0.000271	0.000219	0.000219
29	100	205	305	0	P95	4	-0.000045	-0.000045	0.000445	0.000445
29	100	205	305	0	P99	5	0.000200	0.000200	0.000690	0.000690
29	100	205	305	0	P999	5	0.001135	0.001135	0.001625	0.001625
30	2	3	5	0	P1	3	0.003603	0.003603	0.000349	0.000349
30	2	3	5	0	P50	4	-0.001867	-0.001867	-0.001378	-0.001378
30	2	3	5	0	P75	4	-0.000934	-0.000934	-0.000445	-0.000445
30	2	3	5	0	P90	4	-0.000000	-0.000000	0.000490	0.000490
30	2	3	5	0	P95	4	-0.000000	-0.000000	0.000490	0.000490
30	2	3	5	0	P99	4	-0.000000	-0.000000	0.000490	0.000490
30	2	3	5	0	P999	4	-0.000000	-0.000000	0.000490	0.000490
31	2	272	274	1	P1	3	-0.002502	-0.002502	-0.002523	-0.002523
31	2	272	274	1	P50	42	-0.001724	-0.001780	-0.001992	-0.002048
31	2	272	274	1	P75	43	-0.001687	-0.001687	0.001780	0.001780
31	2	272	274	1	P90	45	0.001768	0.001768	0.001492	0.001492
31	2	272	274	1	P95	46	0.002712	0.002712	0.002434	0.002434
31	2	272	274	1	P99	54	-0.000285	-0.000285	0.003165	0.003165
31	2	272	274	1	P999	60	0.002769	0.002769	0.002466	0.002466
32	4	525	529	1	P1	8	-0.002492	-0.002492	-0.000876	-0.000876
32	4	525	529	1	P50	9	-0.001561	-0.001561	0.000024	0.000024
32	4	525	529	1	P75	10	-0.003350	-0.003350	0.001943	0.001943
32	4	525	529	1	P90	11	-0.002806	-0.002806	-0.001276	-0.001276
32	4	525	529	1	P95	11	0.000228	0.000228	0.001762	0.001762
32	4	525	529	1	P99	18	0.000167	0.000167	0.001567	0.001567
32	4	525	529	1	P999	49	0.002012	0.002012	0.003142	0.003142
33	595	2	597	1	P1	7	-0.004783	-0.004783	-0.002050	-0.002050
33	595	2	597	1	P50	8	-0.002091	-0.002091	0.000621	0.000621
33	595	2	597	1	P75	8	-0.000554	-0.000554	0.002162	0.002162
33	595	2	597	1	P90	9	-0.000062	-0.000062	-0.001109	-0.001109
33	595	2	597	1	P95	9	0.001171	0.001171	0.000122	0.000122
33	595	2	597	1	P99	10	-0.000177	-0.000177	0.002495	0.002495
33	595	2	597	1	P999	10	0.001070	0.001070	0.003745	0.003745
34	533	4	537	1	P1	7	-0.001164	-0.001164	-0.000923	-0.000923
34	533	4	537	1	P50	9	-0.002078	-0.002078	-0.001848	-0.001848
34	533	4	537	1	P75	9	0.000375	0.000375	0.000606	0.000606
34	533	4	537	1	P90	10	-0.001515	-0.001515	0.002452	0.002452
34	533	4	537	1	P95	10	-0.000646	-0.000646	0.003325	0.003325
34	533	4	537	1	P99	12	0.000619	0.000619	0.000839	0.000839
34	533	4	537	1	P999	66	0.000449	0.000449	0.000602	0.000602
35	2	4	6	0	P1	1	-0.003110	-0.003110	0.000623	0.000623
35	2	4	6	0	P50	1	-0.001245	-0.001867	0.002495	0.001871
35	2	4	6	0	P75	1	-0.000623	-0.000623	0.003120	0.003120
35	2	4	6	0	P90	1	-0.000000	-0.000000	0.003745	0.003745
35	2	4	6	0	P95	1	-0.000000	-0.000000	0.003745	0.003745
35	2	4	6	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
35	2	4	6	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
36	8	6	14	1	P1	5	-0.001065	-0.001065	-0.000868	-0.000868
36	8	6	14	1	P50	6	-0.002048	-0.002670	0.000802	0.000386
36	8	6	14	1	P75	6	0.001066	0.001066	0.002049	0.002049
36	8	6	14	1	P90	7	-0.000414	-0.000414	-0.000300	-0.000300
36	8	6	14	1	P95	7	0.001456	0.001456	0.001570	0.001570
36	8	6	14	1	P99	7	0.001456	0.001456	0.001570	0.001570
36	8	6	14	1	P999	7	0.001456	0.001456	0.001570	0.001570
37	3	3	6	1	P1	7	-0.000533	-0.000533	-0.000300	-0.000300
37	3	3	6	1	P50	8	-0.002579	-0.003821	0.000735	-0.000200
37	3	3	6	1	P75	8	-0.001335	-0.001335	0.001671	0.001671
37	3	3	6	1	P90	8	0.002406	0.002406	0.002607	0.002607
37	3	3	6	1	P95	8	0.002406	0.002406	0.002607	0.002607
37	3	3	6	1	P99	8	0.002406	0.002406	0.002607	0.002607
37	3	3	6	1	P999	8	0.002406	0.002406	0.002607	0.002607
38	3	2	5	1	P1	5	0.003332	0.003332	0.001625	0.001625
38	3	2	5	1	P50	7	-0.002929	-0.002929	-0.000923	-0.000923
38	3	2	5	1	P75	7	-0.001686	-0.001686	0.000323	0.000323
38	3	2	5	1	P90	7	-0.000441	-0.000441	0.001570	0.001570
38	3	2	5	1	P95	7	-0.000441	-0.000441	0.001570	0.001570
38	3	2	5	1	P99	7	-0.000441	-0.000441	0.001570	0.001570
38	3	2	5	1	P999	7	-0.000441	-0.000441	0.001570	0.001570
39	2	2	4	1	P1	6	0.000441	0.000441	0.002466	0.002466
39	2	2	4	1	P50	7	-0.000441	-0.002308	0.000323	-0.000923
39	2	2	4	1	P75	7	0.003302	-0.000441	0.001570	0.000323
39	2	2	4	1	P90	7	0.003302	0.003302	0.001570	0.001570
39	2	2	4	1	P95	7	0.003302	0.003302	0.001570	0.001570
39	2	2	4	1	P99	7	0.003302	0.003302	0.001570	0.001570
39	2	2	4	1	P999	7	0.003302	0.003302	0.001570	0.001570
40	2	3	5	1	P1	5	-0.001065	-0.001065	-0.000868	-0.000868
40	2	3	5	1	P50	5	0.001428	0.001428	0.001625	0.001625
40	2	3	5	1	P75	6	-0.001426	-0.001426	0.000594	0.000594
40	2	3	5	1	P90	6	0.002314	0.002314	0.002466	0.002466
40	2	3	5	1	P95	6	0.002314	0.002314	0.002466	0.002466
40	2	3	5	1	P99	6	0.002314	0.002314	0.002466	0.002466
40	2	3	5	1	P999	6	0.002314	0.002314	0.002466	0.002466
41	4	2	6	1	P1	7	-0.000533	-0.000533	-0.000300	-0.000300
41	4	2	6	1	P50	8	-0.002579	-0.003821	0.001359	0.000112
41	4	2	6	1	P75	8	-0.001335	-0.001335	0.002607	0.002607
41	4	2	6	1	P90	9	0.000524	0.000524	0.000698	0.000698
41	4	2	6	1	P95	9	0.000524	0.000524	0.000698	0.000698
41	4	2	6	1	P99	9	0.000524	0.000524	0.000698	0.000698
41	4	2	6	1	P999	9	0.000524	0.000524	0.000698	0.000698
42	3	3	6	0	P1	6	0.000895	0.000895	0.002466	0.002466
42	3	3	6	0	P50	7	-0.000934	-0.001867	0.000634	-0.000300
42	3	3	6	0	P75	7	-0.000000	-0.000000	0.001570	0.001570
42	3	3	6	0	P90	8	0.001036	0.001036	0.002607	0.002607
42	3	3	6	0	P95	8	0.001036	0.001036	0.002607	0.002607
42	3	3	6	0	P99	8	0.001036	0.001036	0.002607	0.002607
42	3	3	6	0	P999	8	0.001036	0.001036	0.002607	0.002607
43	1501	518	2019	1	P1	5	0.001296	0.001296	-0.000407	-0.000407
43	1501	518	2019	1	P50	7	-0.002840	-0.002840	-0.000939	-0.000939
43	1501	518	2019	1	P75	7	-0.001093	-0.001093	0.000674	0.000674
43	1501	518	2019	1	P90	8	-0.002723	-0.002723	-0.000726	-0.000726
43	1501	518	2019	1	P95	8	-0.000937	-0.000937	0.001063	0.001063
43	1501	518	2019	1	P99	8	0.000480	0.000480	0.002483	0.002483
43	1501	518	2019	1	P999	45	0.000455	0.000455	0.002324	0.002324
44	3	3	6	0	P1	5	0.002904	0.002904	0.001625	0.001625
44	3	3	6	0	P50	6	-0.000000	-0.001245	0.002466	0.001217
44	3	3	6	0	P75	7	0.000975	0.000975	-0.000300	-0.000300
44	3	3	6	0	P90	7	0.002848	0.002848	0.001570	0.001570
44	3	3	6	0	P95	7	0.002848	0.002848	0.001570	0.001570
44	3	3	6	0	P99	7	0.002848	0.002848	0.001570	0.001570
44	3	3	6	0	P999	7	0.002848	0.002848	0.001570	0.001570
45	3	4	7	1	P1	5	-0.001065	-0.001065	-0.000868	-0.000868
45	3	4	7	1	P50	6	-0.003291	-0.003291	-0.000341	-0.000341
45	3	4	7	1	P75	6	0.000442	0.000442	0.001529	0.001529
45	3	4	7	1	P90	6	0.002314	0.002314	0.002466	0.002466
45	3	4	7	1	P95	6	0.002314	0.002314	0.002466	0.002466
45	3	4	7	1	P99	6	0.002314	0.002314	0.002466	0.002466
45	3	4	7	1	P999	6	0.002314	0.002314	0.002466	0.002466
46	6	5	11	1	P1	5	-0.002462	-0.002462	-0.000868	-0.000868
46	6	5	11	1	P50	6	-0.001002	-0.001002	0.000594	0.000594
46	6	5	11	1	P75	6	0.000867	0.000867	0.002466	0.002466
46	6	5	11	1	P90	7	-0.001894	-0.001894	-0.000300	-0.000300
46	6	5	11	1	P95	7	-0.000027	-0.000027	0.001570	0.001570
46	6	5	11	1	P99	7	-0.000027	-0.000027	0.001570	0.001570
46	6	5	11	1	P999	7	-0.000027	-0.000027	0.001570	0.001570
47	5	5	10	1	P1	5	0.002109	0.002109	-0.000868	-0.000868
47	5	5	10	1	P50	7	0.000908	-0.141351	0.001570	-0.140744
47	5	5	10	1	P75	8	-0.002997	-0.002997	0.001359	0.001359
47	5	5	10	1	P90	9	0.000113	-0.112670	0.000698	-0.108794
47	5	5	10	1	P95	9	0.000113	0.000113	0.000698	0.000698
47	5	5	10	1	P99	9	0.000113	0.000113	0.000698	0.000698
47	5	5	10	1	P999	9	0.000113	0.000113	0.000698	0.000698
48	5	21	26	0	P1	4	0.001767	0.001767	0.000490	0.000490
48	5	21	26	0	P50	6	-0.002489	-0.002696	-0.000029	-0.000237
48	5	21	26	0	P75	6	-0.001245	-0.001245	0.001217	0.001217
48	5	21	26	0	P90	6	-0.000415	-0.000415	0.002049	0.002049
48	5	21	26	0	P95	6	-0.000208	-0.000208	0.002258	0.002258
48	5	21	26	0	P99	6	-0.000000	-0.000000	0.002466	0.002466
48	5	21	26	0	P999	6	-0.000000	-0.000000	0.002466	0.002466
49	140	38	178	1	P1	5	-0.002117	-0.002117	-0.001920	-0.001920
49	140	38	178	1	P50	6	-0.003291	-0.003328	0.000287	0.000257
49	140	38	178	1	P75	6	-0.001683	-0.001683	0.001637	0.001637
49	140	38	178	1	P90	6	0.002314	0.002314	0.002466	0.002466
49	140	38	178	1	P95	7	0.000120	0.000120	-0.000067	-0.000067
49	140	38	178	1	P99	7	0.005208	0.005208	0.001570	0.001570
49	140	38	178	1	P999	8	-0.001214	-0.001214	0.002607	0.002607
50	10	2	12	1	P1	5	0.000336	0.000336	-0.001365	-0.001365
50	10	2	12	1	P50	6	-0.002049	-0.002670	-0.000029	-0.000652
50	10	2	12	1	P75	6	-0.000182	-0.000805	0.001841	0.001217
50	10	2	12	1	P90	6	0.000441	0.000441	0.002466	0.002466
50	10	2	12	1	P95	7	-0.000441	-0.000441	0.001570	0.001570
50	10	2	12	1	P99	7	-0.000441	-0.000441	0.001570	0.001570
50	10	2	12	1	P999	7	-0.000441	-0.000441	0.001570	0.001570
51	2	5	7	0	P1	7	0.000834	0.000834	-0.000300	-0.000300
51	2	5	7	0	P50	8	-0.002240	-0.002240	0.000361	0.000361
51	2	5	7	0	P75	8	-0.000747	-0.000747	0.001858	0.001858
51	2	5	7	0	P90	8	-0.000000	-0.000000	0.002607	0.002607
51	2	5	7	0	P95	8	-0.000000	-0.000000	0.002607	0.002607
51	2	5	7	0	P99	8	-0.000000	-0.000000	0.002607	0.002607
51	2	5	7	0	P999	8	-0.000000	-0.000000	0.002607	0.002607
52	5	6	11	1	P1	6	-0.002360	-0.002360	-0.000341	-0.000341
52	5	6	11	1	P50	7	-0.002681	-0.002681	-0.001101	-0.001101
52	5	6	11	1	P75	7	-0.000441	-0.000441	0.000501	0.000501
52	5	6	11	1	P90	7	0.001429	0.001429	0.001035	0.001035
52	5	6	11	1	P95	7	0.003302	0.003302	0.001570	0.001570
52	5	6	11	1	P99	7	0.003302	0.003302	0.001570	0.001570
52	5	6	11	1	P999	7	0.003302	0.003302	0.001570	0.001570
53	5	5	10	1	P1	8	-0.002884	-0.002884	-0.000511	-0.000511
53	5	5	10	1	P50	8	0.000227	-0.000396	0.002607	0.001983
53	5	5	10	1	P75	9	0.000818	0.000818	-0.000548	-0.000548
53	5	5	10	1	P90	20	-0.000227	-0.549071	0.002116	-0.549686
53	5	5	10	1	P95	20	-0.000227	-0.000227	0.002116	0.002116
53	5	5	10	1	P99	20	-0.000227	-0.000227	0.002116	0.002116
53	5	5	10	1	P999	20	-0.000227	-0.000227	0.002116	0.002116
54	5	82	87	1	P1	6	-0.001203	-0.001203	-0.000935	-0.000935
54	5	82	87	1	P50	7	-0.000380	-0.000380	-0.000147	-0.000147
54	5	82	87	1	P75	7	0.000969	0.000969	0.001202	0.001202
54	5	82	87	1	P90	8	-0.003325	-0.003325	0.000610	0.000610
54	5	82	87	1	P95	8	-0.002330	-0.002330	0.001608	0.001608
