file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	raw	P75	2283	0.013291	0.038893	0.279153	0.560198	0.962768	0.004900
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	binning	P90	2283	0.021960	0.038893	0.042219	0.043790	1.000000	0.020961
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	raw	P90	2283	0.021960	0.038893	0.042219	0.489020	0.994306	0.019364
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	binning	P95	2283	0.021960	0.038893	0.042219	0.043790	1.000000	0.022123
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	raw	P95	2283	0.021960	0.038893	0.042219	0.860685	0.993868	0.019771
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	binning	P99	2283	0.021960	0.038893	0.042219	0.044150	1.000000	0.022755
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	raw	P99	2283	0.021960	0.038893	0.042219	0.044150	1.000000	0.022752
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	binning	P999	2283	0.021960	0.038893	0.042219	0.044081	1.000000	0.023061
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	raw	P999	2283	0.021960	0.038893	0.042219	0.044081	1.000000	0.023061
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	binning	P1	2283	0.009157	0.035520	0.044403	0.044403	1.000000	0.007358
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	raw	P1	2283	0.009157	0.035520	0.044403	0.044403	1.000000	0.007356
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	binning	P50	2283	0.022886	0.044403	0.044403	0.044403	1.000000	0.015560
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	raw	P50	2283	0.021998	0.226419	0.477799	0.997882	0.917652	-0.010703
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	binning	P75	2283	0.032252	0.044403	0.044403	0.044403	1.000000	0.021108
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	raw	P75	2283	0.033120	0.044403	0.281474	0.573628	0.966272	0.009602
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	binning	P90	2283	0.031442	0.044403	0.044403	0.044403	1.000000	0.024202
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	raw	P90	2283	0.031442	0.044403	0.044403	0.477799	0.994306	0.022576
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	binning	P95	2283	0.031442	0.044403	0.044403	0.044403	1.000000	0.025252
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	raw	P95	2283	0.033479	0.044403	0.044403	0.863640	0.994306	0.022927
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	binning	P99	2283	0.031442	0.044403	0.044403	0.044403	1.000000	0.025448
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	raw	P99	2283	0.031442	0.044403	0.044403	0.044403	1.000000	0.025445
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	binning	P999	2283	0.024689	0.044403	0.044403	0.044403	1.000000	0.023728
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	G	raw	P999	2283	0.024689	0.044403	0.044403	0.044403	1.000000	0.023728
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	binning	P1	1141	0.011939	0.033246	0.042473	0.056162	0.992989	-0.006894
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	raw	P1	1141	0.011939	0.033246	0.042473	0.056162	0.992989	-0.006896
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	binning	P50	1141	0.010920	0.033807	0.040260	0.044542	0.997371	0.006093
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	raw	P50	1141	0.012311	0.960338	0.980822	0.995128	0.837862	-0.106979
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	binning	P75	1141	0.014607	0.035864	0.044542	0.054985	0.988606	0.010995
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	raw	P75	1141	0.014334	0.042292	0.739935	0.993749	0.950044	-0.008148
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	binning	P90	1141	0.018097	0.038893	0.053492	0.056392	0.966696	0.014851
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	raw	P90	1141	0.018107	0.047797	0.157207	0.901358	0.945662	0.008487
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	binning	P95	1141	0.019913	0.039069	0.053492	0.054985	0.961437	0.016761
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	raw	P95	1141	0.019913	0.041352	0.053492	0.196707	0.954426	0.015799
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	binning	P99	1141	0.021233	0.038893	0.053492	0.054985	0.959684	0.017737
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	raw	P99	1141	0.021242	0.038893	0.053492	0.104811	0.958808	0.017627
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	binning	P999	1141	0.020047	0.038893	0.053492	0.054985	0.960561	0.017756
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	T	raw	P999	1141	0.020047	0.038893	0.053492	0.054985	0.960561	0.017756
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	binning	P1	1141	0.005445	0.033495	0.044403	0.044403	1.000000	0.006403
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	raw	P1	1141	0.005445	0.033495	0.044403	0.044403	1.000000	0.006400
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	binning	P50	1141	0.022613	0.039740	0.044403	0.044403	1.000000	0.013021
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	raw	P50	1141	0.024034	0.961463	0.980659	0.995027	0.839614	-0.100315
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	binning	P75	1141	0.023806	0.044403	0.044403	0.044403	1.000000	0.016709
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	raw	P75	1141	0.027006	0.044403	0.738899	0.993723	0.953550	-0.001991
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	binning	P90	1141	0.023663	0.044403	0.044403	0.044403	1.000000	0.020504
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	raw	P90	1141	0.023663	0.044403	0.196837	0.899860	0.978089	0.013834
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	binning	P95	1141	0.022519	0.044403	0.044403	0.044403	1.000000	0.022079
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	raw	P95	1141	0.022793	0.044403	0.044403	0.196837	0.994741	0.021071
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	binning	P99	1141	0.022669	0.044403	0.044403	0.044403	1.000000	0.021965
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	raw	P99	1141	0.022669	0.044403	0.044403	0.105835	0.999124	0.021856
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	binning	P999	1141	0.020654	0.044403	0.044403	0.044403	1.000000	0.021512
