key_ordinal	n	quantile	oracle	T_int	T_int_err	T_ceil	T_ceil_err	G_int	G_int_err	G_ceil	G_ceil_err
39	1601	P95	1	1.019744	0.019744	1.019744	0.019744	1.042138	0.042138	1.042138	0.042138
39	1601	P99	1	1.021517	0.021517	1.021517	0.021517	1.043949	0.043949	1.043949	0.043949
39	1601	P999	1	1.021932	0.021932	1.021932	0.021932	1.044374	0.044374	1.044374	0.044374
40	1622	P1	1	0.978957	-0.021043	0.978957	-0.021043	1.000455	0.000455	1.000455	0.000455
40	1622	P50	1	1.000027	0.000027	1.000000	0.000000	1.021988	0.021988	1.021960	0.021960
40	1622	P75	1	1.010934	0.010934	1.010934	0.010934	1.033134	0.033134	1.033134	0.033134
40	1622	P90	1	1.017535	0.017535	1.017535	0.017535	1.039881	0.039881	1.039881	0.039881
40	1622	P95	1	1.019745	0.019745	1.019745	0.019745	1.042139	0.042139	1.042139	0.042139
40	1622	P99	1	1.021522	0.021522	1.021522	0.021522	1.043955	0.043955	1.043955	0.043955
40	1622	P999	1	1.021933	0.021933	1.021933	0.021933	1.044375	0.044375	1.044375	0.044375
41	2456	P1	1	0.978952	-0.021048	0.978952	-0.021048	1.000450	0.000450	1.000450	0.000450
41	2456	P50	1	1.000396	0.000396	1.000378	0.000378	1.022365	0.022365	1.022346	0.022346
41	2456	P75	1	1.011512	0.011512	1.011494	0.011494	1.033725	0.033725	1.033706	0.033706
41	2456	P90	1	1.018233	0.018233	1.018233	0.018233	1.040594	0.040594	1.040594	0.040594
41	2456	P95	1	1.020490	0.020490	1.020490	0.020490	1.042900	0.042900	1.042900	0.042900
41	2456	P99	2	2.010983	0.005491	2.010983	0.005491	1.967770	-0.016115	1.967770	-0.016115
41	2456	P999	4	4.068497	0.017124	4.068497	0.017124	3.981072	-0.004732	3.981072	-0.004732
42	1964	P1	1	0.978945	-0.021055	0.978945	-0.021055	1.000443	0.000443	1.000443	0.000443
42	1964	P50	1	1.000033	0.000033	1.000011	0.000011	1.021994	0.021994	1.021971	0.021971
42	1964	P75	1	1.010960	0.010960	1.010937	0.010937	1.033160	0.033160	1.033138	0.033138
42	1964	P90	1	1.017559	0.017559	1.017559	0.017559	1.039905	0.039905	1.039905	0.039905
42	1964	P95	1	1.019769	0.019769	1.019769	0.019769	1.042163	0.042163	1.042163	0.042163
42	1964	P99	1	1.021553	0.021553	1.021553	0.021553	1.043987	0.043987	1.043987	0.043987
42	1964	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
43	1640	P1	1	0.978953	-0.021047	0.978953	-0.021047	1.000450	0.000450	1.000450	0.000450
43	1640	P50	1	1.000026	0.000026	1.000000	0.000000	1.021987	0.021987	1.021960	0.021960
43	1640	P75	1	1.010947	0.010947	1.010920	0.010920	1.033148	0.033148	1.033120	0.033120
43	1640	P90	1	1.017557	0.017557	1.017530	0.017530	1.039903	0.039903	1.039875	0.039875
43	1640	P95	1	1.019770	0.019770	1.019743	0.019743	1.042164	0.042164	1.042136	0.042136
43	1640	P99	1	1.021527	0.021527	1.021527	0.021527	1.043960	0.043960	1.043960	0.043960
43	1640	P999	1	1.021933	0.021933	1.021933	0.021933	1.044375	0.044375	1.044375	0.044375
44	1795	P1	1	0.978938	-0.021062	0.978938	-0.021062	1.000436	0.000436	1.000436	0.000436
44	1795	P50	1	1.000024	0.000024	1.000024	0.000024	1.021985	0.021985	1.021985	0.021985
44	1795	P75	1	1.010957	0.010957	1.010957	0.010957	1.033158	0.033158	1.033158	0.033158
44	1795	P90	1	1.017564	0.017564	1.017564	0.017564	1.039910	0.039910	1.039910	0.039910
44	1795	P95	1	1.019785	0.019785	1.019785	0.019785	1.042179	0.042179	1.042179	0.042179
44	1795	P99	1	1.021564	0.021564	1.021564	0.021564	1.043998	0.043998	1.043998	0.043998
44	1795	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
45	1671	P1	1	0.978944	-0.021056	0.978944	-0.021056	1.000442	0.000442	1.000442	0.000442
45	1671	P50	1	1.000013	0.000013	1.000013	0.000013	1.021973	0.021973	1.021973	0.021973
45	1671	P75	1	1.010940	0.010940	1.010940	0.010940	1.033141	0.033141	1.033141	0.033141
45	1671	P90	1	1.017533	0.017533	1.017533	0.017533	1.039878	0.039878	1.039878	0.039878
45	1671	P95	1	1.019757	0.019757	1.019757	0.019757	1.042151	0.042151	1.042151	0.042151
45	1671	P99	1	1.021535	0.021535	1.021535	0.021535	1.043968	0.043968	1.043968	0.043968
45	1671	P999	1	1.021934	0.021934	1.021934	0.021934	1.044375	0.044375	1.044375	0.044375
46	1639	P1	1	0.978953	-0.021047	0.978953	-0.021047	1.000451	0.000451	1.000451	0.000451
46	1639	P50	1	1.000013	0.000013	1.000013	0.000013	1.021974	0.021974	1.021974	0.021974
46	1639	P75	1	1.010941	0.010941	1.010941	0.010941	1.033141	0.033141	1.033141	0.033141
46	1639	P90	1	1.017554	0.017554	1.017554	0.017554	1.039900	0.039900	1.039900	0.039900
46	1639	P95	1	1.019768	0.019768	1.019768	0.019768	1.042163	0.042163	1.042163	0.042163
46	1639	P99	1	1.021527	0.021527	1.021527	0.021527	1.043960	0.043960	1.043960	0.043960
46	1639	P999	1	1.021933	0.021933	1.021933	0.021933	1.044375	0.044375	1.044375	0.044375
47	1708	P1	1	0.978960	-0.021040	0.978960	-0.021040	1.000458	0.000458	1.000458	0.000458
47	1708	P50	1	1.000025	0.000025	1.000000	0.000000	1.021986	0.021986	1.021960	0.021960
47	1708	P75	1	1.010946	0.010946	1.010920	0.010920	1.033147	0.033147	1.033120	0.033120
47	1708	P90	1	1.017551	0.017551	1.017551	0.017551	1.039896	0.039896	1.039896	0.039896
47	1708	P95	1	1.019753	0.019753	1.019753	0.019753	1.042147	0.042147	1.042147	0.042147
47	1708	P99	1	1.021518	0.021518	1.021518	0.021518	1.043951	0.043951	1.043951	0.043951
47	1708	P999	1	1.021934	0.021934	1.021934	0.021934	1.044376	0.044376	1.044376	0.044376
48	2491	P1	1	0.978947	-0.021053	0.978947	-0.021053	1.000445	0.000445	1.000445	0.000445
48	2491	P50	1	1.000436	0.000436	1.000436	0.000436	1.022406	0.022406	1.022406	0.022406
48	2491	P75	1	1.011581	0.011581	1.011581	0.011581	1.033796	0.033796	1.033796	0.033796
48	2491	P90	1	1.018314	0.018314	1.018314	0.018314	1.040676	0.040676	1.040676	0.040676
48	2491	P95	1	1.020580	0.020580	1.020580	0.020580	1.042992	0.042992	1.042992	0.042992
48	2491	P99	2	2.038095	0.019047	2.038095	0.019047	1.994299	-0.002850	1.994299	-0.002850
48	2491	P999	5	5.099730	0.019946	5.099730	0.019946	5.211721	0.042344	5.211721	0.042344
49	2069	P1	1	0.978943	-0.021057	0.978943	-0.021057	1.000441	0.000441	1.000441	0.000441
49	2069	P50	1	1.000010	0.000010	1.000010	0.000010	1.021971	0.021971	1.021971	0.021971
49	2069	P75	1	1.010926	0.010926	1.010926	0.010926	1.033126	0.033126	1.033126	0.033126
49	2069	P90	1	1.017549	0.017549	1.017549	0.017549	1.039895	0.039895	1.039895	0.039895
49	2069	P95	1	1.019752	0.019752	1.019752	0.019752	1.042146	0.042146	1.042146	0.042146
49	2069	P99	1	1.021531	0.021531	1.021531	0.021531	1.043964	0.043964	1.043964	0.043964
49	2069	P999	1	1.021917	0.021917	1.021917	0.021917	1.044359	0.044359	1.044359	0.044359
50	1621	P1	1	0.978958	-0.021042	0.978958	-0.021042	1.000456	0.000456	1.000456	0.000456
50	1621	P50	1	1.000027	0.000027	1.000027	0.000027	1.021988	0.021988	1.021988	0.021988
50	1621	P75	1	1.010948	0.010948	1.010948	0.010948	1.033148	0.033148	1.033148	0.033148
50	1621	P90	1	1.017557	0.017557	1.017557	0.017557	1.039903	0.039903	1.039903	0.039903
50	1621	P95	1	1.019770	0.019770	1.019770	0.019770	1.042164	0.042164	1.042164	0.042164
50	1621	P99	1	1.021549	0.021549	1.021549	0.021549	1.043983	0.043983	1.043983	0.043983
50	1621	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
51	540	P1	1	0.978984	-0.021016	0.978984	-0.021016	1.000483	0.000483	1.000483	0.000483
51	540	P50	1	1.000080	0.000080	1.000000	0.000000	1.022042	0.022042	1.021960	0.021960
51	540	P75	1	1.011002	0.011002	1.010920	0.010920	1.033204	0.033204	1.033120	0.033120
51	540	P90	1	1.017612	0.017612	1.017530	0.017530	1.039959	0.039959	1.039875	0.039875
51	540	P95	1	1.019825	0.019825	1.019743	0.019743	1.042220	0.042220	1.042136	0.042136
51	540	P99	1	1.021549	0.021549	1.021549	0.021549	1.043983	0.043983	1.043983	0.043983
51	540	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
52	539	P1	1	0.978985	-0.021015	0.978985	-0.021015	1.000484	0.000484	1.000484	0.000484
52	539	P50	1	1.000040	0.000040	1.000040	0.000040	1.022001	0.022001	1.022001	0.022001
52	539	P75	1	1.010982	0.010982	1.010982	0.010982	1.033183	0.033183	1.033183	0.033183
52	539	P90	1	1.017604	0.017604	1.017604	0.017604	1.039950	0.039950	1.039950	0.039950
52	539	P95	1	1.019821	0.019821	1.019821	0.019821	1.042216	0.042216	1.042216	0.042216
52	539	P99	1	1.021548	0.021548	1.021548	0.021548	1.043982	0.043982	1.043982	0.043982
52	539	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
53	2341	P1	39	38.338683	-0.016957	38.338683	-0.016957	38.582933	-0.010694	38.582933	-0.010694
53	2341	P50	46	45.487756	-0.011136	45.487756	-0.011136	46.006039	0.000131	46.006039	0.000131
53	2341	P75	49	48.598770	-0.008188	48.598770	-0.008188	49.152500	0.003112	49.152500	0.003112
53	2341	P90	53	52.955824	-0.000834	52.955824	-0.000834	52.354306	-0.012183	52.354306	-0.012183
53	2341	P95	58	57.859579	-0.002421	57.859579	-0.002421	58.180825	0.003118	58.180825	0.003118
53	2341	P99	77	76.486958	-0.006663	76.486958	-0.006663	76.636200	-0.004725	76.636200	-0.004725
53	2341	P999	106	107.848850	0.017442	107.848850	0.017442	109.077669	0.029035	109.077669	0.029035
54	126	P1	1	0.979187	-0.020813	0.979187	-0.020813	1.000690	0.000690	1.000690	0.000690
54	126	P50	1	1.000345	0.000345	1.000000	0.000000	1.022313	0.022313	1.021960	0.021960
54	126	P75	1	1.011095	0.011095	1.011095	0.011095	1.033299	0.033299	1.033299	0.033299
54	126	P90	1	1.017740	0.017740	1.017740	0.017740	1.040090	0.040090	1.040090	0.040090
54	126	P95	1	1.019848	0.019848	1.019848	0.019848	1.042244	0.042244	1.042244	0.042244
54	126	P99	1	1.021608	0.021608	1.021608	0.021608	1.044043	0.044043	1.044043	0.044043
54	126	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
55	352	P1	1	0.978998	-0.021002	0.978998	-0.021002	1.000497	0.000497	1.000497	0.000497
55	352	P50	1	1.000248	0.000248	1.000124	0.000124	1.022214	0.022214	1.022087	0.022087
55	352	P75	1	1.011234	0.011234	1.011109	0.011109	1.033441	0.033441	1.033313	0.033313
55	352	P90	1	1.017783	0.017783	1.017783	0.017783	1.040133	0.040133	1.040133	0.040133
55	352	P95	1	1.020059	0.020059	1.020059	0.020059	1.042460	0.042460	1.042460	0.042460
55	352	P99	1	1.021833	0.021833	1.021833	0.021833	1.044273	0.044273	1.044273	0.044273
55	352	P999	2	2.047957	0.023978	2.047957	0.023978	2.003950	0.001975	2.003950	0.001975
56	495	P1	1	0.973544	-0.026456	0.973544	-0.026456	1.000829	0.000829	1.000829	0.000829
56	495	P50	1	1.013574	0.013574	1.013574	0.013574	1.041981	0.041981	1.041981	0.041981
56	495	P75	9	9.006183	0.000687	9.006183	0.000687	8.864968	-0.015004	8.864968	-0.015004
56	495	P90	9	9.252812	0.028090	9.252812	0.028090	9.107731	0.011970	9.107731	0.011970
56	495	P95	10	9.833602	-0.016640	9.833602	-0.016640	10.109204	0.010920	10.109204	0.010920
56	495	P99	10	10.143544	0.014354	10.143544	0.014354	10.427833	0.042783	10.427833	0.042783
56	495	P999	92	93.138175	0.012371	93.138175	0.012371	95.748521	0.040745	95.748521	0.040745
57	885	P1	1	0.978944	-0.021056	0.978944	-0.021056	1.000442	0.000442	1.000442	0.000442
57	885	P50	1	1.000025	0.000025	1.000025	0.000025	1.021985	0.021985	1.021985	0.021985
57	885	P75	1	1.010933	0.010933	1.010933	0.010933	1.033133	0.033133	1.033133	0.033133
57	885	P90	1	1.017555	0.017555	1.017555	0.017555	1.039901	0.039901	1.039901	0.039901
57	885	P95	1	1.019755	0.019755	1.019755	0.019755	1.042149	0.042149	1.042149	0.042149
57	885	P99	1	1.021559	0.021559	1.021559	0.021559	1.043992	0.043992	1.043992	0.043992
57	885	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
58	246	P1	5	4.950874	-0.009825	4.950874	-0.009825	5.049624	0.009925	5.049624	0.009925
58	246	P50	7	7.107195	0.015314	7.103023	0.014718	6.940767	-0.008462	6.936693	-0.009044
58	246	P75	8	8.097135	0.012142	8.097135	0.012142	7.907526	-0.011559	7.907526	-0.011559
58	246	P90	9	9.291002	0.032334	9.291002	0.032334	9.073436	0.008160	9.073436	0.008160
58	246	P95	10	10.239783	0.023978	10.239783	0.023978	10.444026	0.044403	10.444026	0.044403
58	246	P99	13	13.098121	0.007548	13.098121	0.007548	13.359376	0.027644	13.359376	0.027644
58	246	P999	14	14.495532	0.035395	14.495532	0.035395	14.156093	0.011149	14.156093	0.011149
59	7378	P1	1	0.977907	-0.022093	0.977907	-0.022093	1.001356	0.001356	1.001356	0.001356
59	7378	P50	2	1.988306	-0.005847	1.988282	-0.005859	1.949423	-0.025289	1.949399	-0.025300
59	7378	P75	2	2.032949	0.016474	2.032949	0.016474	1.993192	-0.003404	1.993192	-0.003404
59	7378	P90	3	2.954861	-0.015046	2.954861	-0.015046	3.025713	0.008571	3.025713	0.008571
59	7378	P95	3	2.989794	-0.003402	2.989794	-0.003402	3.061484	0.020495	3.061484	0.020495
59	7378	P99	3	3.018019	0.006006	3.018019	0.006006	3.090386	0.030129	3.090386	0.030129
59	7378	P999	4	4.072256	0.018064	4.072256	0.018064	3.992619	-0.001845	3.992619	-0.001845
60	537	P1	14	13.475350	-0.037475	13.475350	-0.037475	13.573570	-0.030459	13.573570	-0.030459
60	537	P50	15	14.997768	-0.000149	14.997768	-0.000149	15.107085	0.007139	15.107085	0.007139
60	537	P75	15	15.299781	0.019985	15.299781	0.019985	15.411299	0.027420	15.411299	0.027420
60	537	P90	16	15.884856	-0.007197	15.884856	-0.007197	16.000638	0.000040	16.000638	0.000040
60	537	P95	17	17.088149	0.005185	17.088149	0.005185	17.212702	0.012512	17.212702	0.012512
60	537	P99	19	18.466635	-0.028072	18.466635	-0.028072	18.601235	-0.020988	18.601235	-0.020988
60	537	P999	19	19.048678	0.002562	19.048678	0.002562	19.187521	0.009870	19.187521	0.009870
61	297	P1	4	3.891272	-0.027182	3.891272	-0.027182	3.878638	-0.030341	3.878638	-0.030341
61	297	P50	9	9.136371	0.015152	9.136371	0.015152	9.106708	0.011856	9.106708	0.011856
61	297	P75	17	17.362804	0.021341	17.362804	0.021341	17.306432	0.018025	17.306432	0.018025
61	297	P90	32	32.422484	0.013203	32.422484	0.013203	32.317218	0.009913	32.317218	0.009913
61	297	P95	67	67.857991	0.012806	67.857991	0.012806	67.637676	0.009518	67.637676	0.009518
61	297	P99	107	107.081441	0.000761	107.081441	0.000761	106.733779	-0.002488	106.733779	-0.002488
61	297	P999	111	114.292069	0.029658	114.292069	0.029658	113.920996	0.026315	113.920996	0.026315
62	165	P1	1	0.979040	-0.020960	0.979040	-0.020960	1.000540	0.000540	1.000540	0.000540
62	165	P50	1	1.000675	0.000675	1.000675	0.000675	1.022650	0.022650	1.022650	0.022650
62	165	P75	1	1.011807	0.011807	1.011807	0.011807	1.034027	0.034027	1.034027	0.034027
62	165	P90	1	1.018656	0.018656	1.018656	0.018656	1.041026	0.041026	1.041026	0.041026
62	165	P95	1	1.020858	0.020858	1.020858	0.020858	1.043276	0.043276	1.043276	0.043276
62	165	P99	2	2.025834	0.012917	2.025834	0.012917	1.982302	-0.008849	1.982302	-0.008849
62	165	P999	2	2.047957	0.023978	2.047957	0.023978	2.003950	0.001975	2.003950	0.001975
63	534	P1	1	0.998665	-0.001335	0.998665	-0.001335	1.007930	0.007930	1.007930	0.007930
63	534	P50	2	2.028758	0.014379	2.028572	0.014286	1.960529	-0.019736	1.960349	-0.019825
63	534	P75	2	2.053641	0.026820	2.053641	0.026820	1.984574	-0.007713	1.984574	-0.007713
63	534	P90	2	2.068754	0.034377	2.068754	0.034377	1.999180	-0.000410	1.999180	-0.000410
63	534	P95	3	2.940444	-0.019852	2.940444	-0.019852	2.967726	-0.010758	2.967726	-0.010758
63	534	P99	3	3.045457	0.015152	3.045457	0.015152	3.073713	0.024571	3.073713	0.024571
63	534	P999	4	4.155571	0.038893	4.155571	0.038893	4.015814	0.003953	4.015814	0.003953
64	538	P1	13	12.727926	-0.020929	12.727926	-0.020929	12.985414	-0.001122	12.985414	-0.001122
64	538	P50	14	14.246612	0.017615	14.244622	0.017473	13.916878	-0.005937	13.914934	-0.006076
64	538	P75	15	14.563625	-0.029092	14.563625	-0.029092	14.858250	-0.009450	14.858250	-0.009450
64	538	P90	15	15.059992	0.003999	15.059992	0.003999	15.364658	0.024311	15.364658	0.024311
64	538	P95	16	16.282216	0.017638	16.282216	0.017638	15.905369	-0.005914	15.905369	-0.005914
64	538	P99	21	21.425180	0.020247	21.425180	0.020247	21.858615	0.040886	21.858615	0.040886
64	538	P999	69	69.240221	0.003481	69.240221	0.003481	70.640962	0.023782	70.640962	0.023782
65	351	P1	1	0.978996	-0.021004	0.978996	-0.021004	1.000495	0.000495	1.000495	0.000495
65	351	P50	1	1.000062	0.000062	1.000062	0.000062	1.022023	0.022023	1.022023	0.022023
65	351	P75	1	1.011014	0.011014	1.011014	0.011014	1.033216	0.033216	1.033216	0.033216
65	351	P90	1	1.017542	0.017542	1.017542	0.017542	1.039888	0.039888	1.039888	0.039888
65	351	P95	1	1.019812	0.019812	1.019812	0.019812	1.042207	0.042207	1.042207	0.042207
65	351	P99	1	1.021581	0.021581	1.021581	0.021581	1.044015	0.044015	1.044015	0.044015
65	351	P999	1	1.021960	0.021960	1.021960	0.021960	1.044403	0.044403	1.044403	0.044403
66	231	P1	1	0.979066	-0.020934	0.979066	-0.020934	1.000567	0.000567	1.000567	0.000567
66	231	P50	1	1.000189	0.000189	1.000189	0.000189	1.022153	0.022153	1.022153	0.022153
66	231	P75	1	1.011207	0.011207	1.011207	0.011207	1.033413	0.033413	1.033413	0.033413
66	231	P90	1	1.017722	0.017722	1.017722	0.017722	1.040071	0.040071	1.040071	0.040071
66	231	P95	1	1.020032	0.020032	1.020032	0.020032	1.042432	0.042432	1.042432	0.042432
66	231	P99	1	1.021767	0.021767	1.021767	0.021767	1.044205	0.044205	1.044205	0.044205
66	231	P999	2	2.047957	0.023978	2.047957	0.023978	2.003950	0.001975	2.003950	0.001975
67	868	P1	7	6.850718	-0.021326	6.850718	-0.021326	6.764889	-0.033587	6.764889	-0.033587
67	868	P50	8	7.950147	-0.006232	7.949248	-0.006344	7.850544	-0.018682	7.849656	-0.018793
67	868	P75	8	8.147746	0.018468	8.146825	0.018353	8.045668	0.005708	8.044758	0.005595
67	868	P90	9	9.284094	0.031566	9.284094	0.031566	9.167779	0.018642	9.167779	0.018642
67	868	P95	10	10.116880	0.011688	10.116880	0.011688	10.433718	0.043372	10.433718	0.043372
67	868	P99	12	12.048892	0.004074	12.048892	0.004074	12.426237	0.035520	12.426237	0.035520
67	868	P999	19	19.430960	0.022682	19.430960	0.022682	19.187521	0.009870	19.187521	0.009870
68	578	P1	6	5.758037	-0.040327	5.758037	-0.040327	5.938366	-0.010272	5.938366	-0.010272
68	578	P50	7	6.917549	-0.011779	6.916307	-0.011956	6.830883	-0.024160	6.829657	-0.024335
68	578	P75	7	7.098710	0.014101	7.098710	0.014101	7.009774	0.001396	7.009774	0.001396
68	578	P90	9	9.012181	0.001353	9.012181	0.001353	8.899273	-0.011192	8.899273	-0.011192
68	578	P95	12	11.841315	-0.013224	11.841315	-0.013224	12.212159	0.017680	12.212159	0.017680
68	578	P99	17	17.056523	0.003325	17.056523	0.003325	17.590696	0.034747	17.590696	0.034747
68	578	P999	21	21.194839	0.009278	21.194839	0.009278	21.858615	0.040886	21.858615	0.040886
69	1127	P1	1	0.995623	-0.004377	0.995623	-0.004377	1.019497	0.019497	1.019497	0.019497
69	1127	P50	2	2.010337	0.005169	2.010337	0.005169	1.971023	-0.014488	1.971023	-0.014488
69	1127	P75	2	2.038914	0.019457	2.038914	0.019457	1.999041	-0.000480	1.999041	-0.000480
69	1127	P90	3	2.960613	-0.013129	2.960613	-0.013129	3.031603	0.010534	3.031603	0.010534
69	1127	P95	3	2.992514	-0.002495	2.992514	-0.002495	3.064270	0.021423	3.064270	0.021423
69	1127	P99	3	3.018398	0.006133	3.018398	0.006133	3.090775	0.030258	3.090775	0.030258
69	1127	P999	4	4.060478	0.015120	4.060478	0.015120	3.981072	-0.004732	3.981072	-0.004732
70	113	P1	12	11.851460	-0.012378	11.851460	-0.012378	12.159218	0.013268	12.159218	0.013268
70	113	P50	947	974.689268	0.029239	974.689268	0.029239	957.485213	0.011072	957.485213	0.011072
70	113	P75	1319	1314.382899	-0.003500	1314.382899	-0.003500	1317.852530	-0.000870	1317.852530	-0.000870
70	113	P90	1379	1379.779157	0.000565	1379.779157	0.000565	1380.898396	0.001377	1380.898396	0.001377
70	113	P95	1410	1416.218734	0.004410	1416.218734	0.004410	1406.850594	-0.002234	1406.850594	-0.002234
70	113	P99	1440	1441.044874	0.000726	1441.044874	0.000726	1478.465929	0.026712	1478.465929	0.026712
70	113	P999	1532	1571.858160	0.026017	1571.858160	0.026017	1544.113590	0.007907	1544.113590	0.007907
71	119	P1	16	15.969154	-0.001928	15.969154	-0.001928	15.780226	-0.013736	15.780226	-0.013736
71	119	P50	18	18.356815	0.019823	18.356815	0.019823	18.139638	0.007758	18.139638	0.007758
71	119	P75	19	19.138075	0.007267	19.138075	0.007267	18.911656	-0.004650	18.911656	-0.004650
71	119	P90	20	20.010133	0.000507	20.010133	0.000507	19.773397	-0.011330	19.773397	-0.011330
71	119	P95	21	20.724757	-0.013107	20.724757	-0.013107	21.388911	0.018520	21.388911	0.018520
71	119	P99	24	24.128326	0.005347	24.128326	0.005347	24.901552	0.037565	24.901552	0.037565
71	119	P999	27	27.487229	0.018046	27.487229	0.018046	27.162032	0.006001	27.162032	0.006001
72	421	P1	329	323.962513	-0.015312	323.962513	-0.015312	325.008707	-0.012132	325.008707	-0.012132
72	421	P50	449	446.207482	-0.006219	446.207482	-0.006219	447.017758	-0.004415	447.017758	-0.004415
72	421	P75	464	464.685503	0.001477	464.685503	0.001477	465.755450	0.003783	465.755450	0.003783
72	421	P90	481	482.615317	0.003358	482.615317	0.003358	481.476303	0.000990	481.476303	0.000990
72	421	P95	493	494.663565	0.003374	494.663565	0.003374	494.570986	0.003187	494.570986	0.003187
72	421	P99	550	564.187735	0.025796	564.187735	0.025796	568.482344	0.033604	568.482344	0.033604
72	421	P999	679	701.073035	0.032508	701.073035	0.032508	706.409618	0.040368	706.409618	0.040368
73	106	P1	2	1.997063	-0.001469	1.997063	-0.001469	1.929899	-0.035050	1.929899	-0.035050
73	106	P50	3	3.006432	0.002144	3.004593	0.001531	3.034326	0.011442	3.032469	0.010823
73	106	P75	3	3.054645	0.018215	3.054645	0.018215	3.082986	0.027662	3.082986	0.027662
73	106	P90	4	4.081892	0.020473	4.081892	0.020473	3.944613	-0.013847	3.944613	-0.013847
73	106	P95	4	4.134385	0.033596	4.134385	0.033596	3.995341	-0.001165	3.995341	-0.001165
73	106	P99	5	5.089569	0.017914	5.089569	0.017914	5.136790	0.027358	5.136790	0.027358
73	106	P999	5	5.163811	0.032762	5.163811	0.032762	5.211721	0.042344	5.211721	0.042344
74	2002	P1	1	0.979041	-0.020959	0.979041	-0.020959	1.000541	0.000541	1.000541	0.000541
74	2002	P50	1	1.004106	0.004106	1.004080	0.004080	1.026156	0.026156	1.026129	0.026129
74	2002	P75	1	1.017126	0.017126	1.017126	0.017126	1.039462	0.039462	1.039462	0.039462
74	2002	P90	2	1.992411	-0.003794	1.992411	-0.003794	1.949598	-0.025201	1.949598	-0.025201
74	2002	P95	2	2.019993	0.009997	2.019993	0.009997	1.976587	-0.011707	1.976587	-0.011707
74	2002	P99	2	2.042333	0.021167	2.042333	0.021167	1.998447	-0.000777	1.998447	-0.000777
74	2002	P999	2	2.047394	0.023697	2.047394	0.023697	2.003399	0.001699	2.003399	0.001699
75	458	P1	51	51.021916	0.000430	51.021916	0.000430	50.681767	-0.006240	50.681767	-0.006240
75	458	P50	58	57.928717	-0.001229	57.891718	-0.001867	58.385520	0.006647	58.365551	0.006303
75	458	P75	66	65.539470	-0.006978	65.539470	-0.006978	65.687345	-0.004737	65.687345	-0.004737
75	458	P90	69	69.586926	0.008506	69.586926	0.008506	70.029821	0.014925	70.029821	0.014925
75	458	P95	72	71.891673	-0.001505	71.891673	-0.001505	72.454088	0.006307	72.454088	0.006307
75	458	P99	77	77.570655	0.007411	77.570655	0.007411	77.053515	0.000695	77.053515	0.000695
75	458	P999	136	136.452180	0.003325	136.452180	0.003325	141.560926	0.040889	141.560926	0.040889
76	1802	P1	1	0.981116	-0.018884	0.981116	-0.018884	1.006625	0.006625	1.006625	0.006625
76	1802	P50	2	2.003876	0.001938	2.003810	0.001905	1.968568	-0.015716	1.968503	-0.015748
76	1802	P75	2	2.033845	0.016922	2.033845	0.016922	1.998009	-0.000996	1.998009	-0.000996
76	1802	P90	3	2.953893	-0.015369	2.953893	-0.015369	3.030695	0.010232	3.030695	0.010232
76	1802	P95	3	2.987561	-0.004146	2.987561	-0.004146	3.065239	0.021746	3.065239	0.021746
76	1802	P99	3	3.014772	0.004924	3.014772	0.004924	3.093157	0.031052	3.093157	0.031052
76	1802	P999	6	6.043733	0.007289	6.043733	0.007289	6.200873	0.033479	6.200873	0.033479
77	1784	P1	1	0.996056	-0.003944	0.996056	-0.003944	1.005298	0.005298	1.005298	0.005298
77	1784	P50	2	2.035273	0.017636	2.035205	0.017603	1.966824	-0.016588	1.966759	-0.016621
77	1784	P75	2	2.065647	0.032824	2.065579	0.032789	1.996177	-0.001911	1.996111	-0.001945
77	1784	P90	3	2.995551	-0.001483	2.995551	-0.001483	3.023344	0.007781	3.023344	0.007781
77	1784	P95	3	3.031739	0.010580	3.031739	0.010580	3.059867	0.019956	3.059867	0.019956
77	1784	P99	3	3.061334	0.020445	3.061334	0.020445	3.089737	0.029912	3.089737	0.029912
77	1784	P999	4	4.155571	0.038893	4.155571	0.038893	4.015814	0.003953	4.015814	0.003953
78	2894	P1	1	0.987156	-0.012844	0.987156	-0.012844	1.010827	0.010827	1.010827	0.010827
78	2894	P50	2	2.007562	0.003781	2.007523	0.003762	1.968302	-0.015849	1.968264	-0.015868
78	2894	P75	2	2.035559	0.017779	2.035559	0.017779	1.995752	-0.002124	1.995752	-0.002124
78	2894	P90	3	2.949009	-0.016997	2.949009	-0.016997	3.019722	0.006574	3.019722	0.006574
78	2894	P95	3	2.986249	-0.004584	2.986249	-0.004584	3.057855	0.019285	3.057855	0.019285
78	2894	P99	3	3.016380	0.005460	3.016380	0.005460	3.088707	0.029569	3.088707	0.029569
78	2894	P999	4	4.045386	0.011346	4.045386	0.011346	3.966274	-0.008431	3.966274	-0.008431
