key_ordinal	n	quantile	oracle	T_int_err	T_ceil_err	G_int_err	G_ceil_err
1	47	P1	1	-0.003652	-0.003652	0.000080	0.000080
1	47	P50	1	-0.001828	-0.001828	0.001911	0.001911
1	47	P75	1	-0.000874	-0.000874	0.002867	0.002867
1	47	P90	1	-0.000318	-0.000318	0.003426	0.003426
1	47	P95	1	-0.000159	-0.000159	0.003585	0.003585
1	47	P99	1	-0.000000	-0.000000	0.003745	0.003745
1	47	P999	1	-0.000000	-0.000000	0.003745	0.003745
2	14	P1	3	-0.002800	-0.002800	-0.002452	-0.002452
2	14	P50	4	-0.002100	-0.002472	-0.001751	-0.002124
2	14	P75	4	-0.000980	-0.000980	-0.000631	-0.000631
2	14	P90	4	-0.000233	-0.000233	0.000116	0.000116
2	14	P95	4	0.000141	0.000141	0.000490	0.000490
2	14	P99	4	0.000141	0.000141	0.000490	0.000490
2	14	P999	4	0.000141	0.000141	0.000490	0.000490
3	14	P1	3	0.001729	0.001729	-0.001519	-0.001519
3	14	P50	4	-0.001867	-0.002178	-0.001378	-0.001689
3	14	P75	4	-0.000934	-0.000934	-0.000445	-0.000445
3	14	P90	4	-0.000311	-0.000311	0.000178	0.000178
3	14	P95	4	-0.000000	-0.000000	0.000490	0.000490
3	14	P99	4	-0.000000	-0.000000	0.000490	0.000490
3	14	P999	4	-0.000000	-0.000000	0.000490	0.000490
4	14	P1	3	0.001106	0.001106	-0.002141	-0.002141
4	14	P50	4	-0.002037	-0.002376	-0.001548	-0.001887
4	14	P75	4	-0.001019	-0.001019	-0.000529	-0.000529
4	14	P90	4	-0.000340	-0.000340	0.000150	0.000150
4	14	P95	4	-0.000000	-0.000000	0.000490	0.000490
4	14	P99	4	-0.000000	-0.000000	0.000490	0.000490
4	14	P999	4	-0.000000	-0.000000	0.000490	0.000490
5	14	P1	3	0.001729	0.001729	-0.001519	-0.001519
5	14	P50	4	-0.001867	-0.002178	-0.001378	-0.001689
5	14	P75	4	-0.000934	-0.000934	-0.000445	-0.000445
5	14	P90	4	-0.000311	-0.000311	0.000178	0.000178
5	14	P95	4	-0.000000	-0.000000	0.000490	0.000490
5	14	P99	4	-0.000000	-0.000000	0.000490	0.000490
5	14	P999	4	-0.000000	-0.000000	0.000490	0.000490
6	5	P1	1	-0.002986	-0.002986	0.000748	0.000748
6	5	P50	1	-0.001494	-0.001494	0.002245	0.002245
6	5	P75	1	-0.000747	-0.000747	0.002995	0.002995
6	5	P90	1	-0.000000	-0.000000	0.003745	0.003745
6	5	P95	1	-0.000000	-0.000000	0.003745	0.003745
6	5	P99	1	-0.000000	-0.000000	0.003745	0.003745
6	5	P999	1	-0.000000	-0.000000	0.003745	0.003745
7	4	P1	1	-0.002800	-0.002800	0.000935	0.000935
7	4	P50	1	-0.000934	-0.001867	0.002807	0.001871
7	4	P75	1	-0.000000	-0.000934	0.003745	0.002807
7	4	P90	1	-0.000000	-0.000000	0.003745	0.003745
7	4	P95	1	-0.000000	-0.000000	0.003745	0.003745
7	4	P99	1	-0.000000	-0.000000	0.003745	0.003745
7	4	P999	1	-0.000000	-0.000000	0.003745	0.003745
8	2	P1	1	-0.001867	-0.001867	0.001871	0.001871
8	2	P50	1	-0.000000	-0.001867	0.003745	0.001871
8	2	P75	1	-0.000000	-0.000000	0.003745	0.003745
8	2	P90	1	-0.000000	-0.000000	0.003745	0.003745
8	2	P95	1	-0.000000	-0.000000	0.003745	0.003745
8	2	P99	1	-0.000000	-0.000000	0.003745	0.003745
8	2	P999	1	-0.000000	-0.000000	0.003745	0.003745
9	5	P1	1	-0.002986	-0.002986	0.000748	0.000748
9	5	P50	1	-0.001494	-0.001494	0.002245	0.002245
9	5	P75	1	-0.000747	-0.000747	0.002995	0.002995
9	5	P90	1	-0.000000	-0.000000	0.003745	0.003745
9	5	P95	1	-0.000000	-0.000000	0.003745	0.003745
9	5	P99	1	-0.000000	-0.000000	0.003745	0.003745
9	5	P999	1	-0.000000	-0.000000	0.003745	0.003745
10	19	P1	1	-0.001773	-0.001773	0.000340	0.000340
10	19	P50	1	0.001285	0.001285	0.003404	0.003404
10	19	P75	2	-0.001867	-0.001867	0.000245	0.000245
10	19	P90	2	-0.000467	-0.000467	0.001648	0.001648
10	19	P95	2	-0.000000	-0.000000	0.002116	0.002116
10	19	P99	2	-0.000000	-0.000000	0.002116	0.002116
10	19	P999	2	-0.000000	-0.000000	0.002116	0.002116
11	21	P1	14	-0.000159	-0.000159	0.001815	0.001815
11	21	P50	15	-0.001634	-0.001634	0.000338	0.000338
11	21	P75	15	-0.000467	-0.000467	0.001507	0.001507
11	21	P90	16	0.000876	0.000876	-0.000889	-0.000889
11	21	P95	16	0.002749	0.002749	0.000980	0.000980
11	21	P99	18	0.000839	0.000839	0.002815	0.002815
11	21	P999	18	0.000839	0.000839	0.002815	0.002815
12	13	P1	1	-0.003444	-0.003444	0.000288	0.000288
12	13	P50	1	-0.001724	-0.001724	0.002015	0.002015
12	13	P75	1	-0.000862	-0.000862	0.002879	0.002879
12	13	P90	1	-0.000287	-0.000287	0.003456	0.003456
12	13	P95	1	-0.000000	-0.000000	0.003745	0.003745
12	13	P99	1	-0.000000	-0.000000	0.003745	0.003745
12	13	P999	1	-0.000000	-0.000000	0.003745	0.003745
13	7	P1	1	-0.003199	-0.003199	0.000534	0.000534
13	7	P50	1	-0.001601	-0.001601	0.002138	0.002138
13	7	P75	1	-0.000534	-0.000534	0.003209	0.003209
13	7	P90	1	-0.000000	-0.000000	0.003745	0.003745
13	7	P95	1	-0.000000	-0.000000	0.003745	0.003745
13	7	P99	1	-0.000000	-0.000000	0.003745	0.003745
13	7	P999	1	-0.000000	-0.000000	0.003745	0.003745
14	21	P1	8	-0.003317	-0.003317	-0.000719	-0.000719
14	21	P50	9	-0.001282	-0.001282	-0.002414	-0.002414
14	21	P75	9	0.000274	0.000274	-0.000860	-0.000860
14	21	P90	9	0.001210	0.001210	0.000075	0.000075
14	21	P95	9	0.001521	0.001521	0.000386	0.000386
14	21	P99	9	0.001833	0.001833	0.000698	0.000698
14	21	P999	9	0.001833	0.001833	0.000698	0.000698
15	8	P1	1	-0.003265	-0.003265	0.000467	0.000467
15	8	P50	1	-0.001401	-0.001867	0.002339	0.001871
15	8	P75	1	-0.000467	-0.000934	0.003276	0.002807
15	8	P90	1	-0.000000	-0.000000	0.003745	0.003745
15	8	P95	1	-0.000000	-0.000000	0.003745	0.003745
15	8	P99	1	-0.000000	-0.000000	0.003745	0.003745
15	8	P999	1	-0.000000	-0.000000	0.003745	0.003745
16	18	P1	1	-0.003524	-0.003524	0.000208	0.000208
16	18	P50	1	-0.001660	-0.001867	0.002079	0.001871
16	18	P75	1	-0.000830	-0.000830	0.002912	0.002912
16	18	P90	1	-0.000208	-0.000208	0.003537	0.003537
16	18	P95	1	-0.000000	-0.000000	0.003745	0.003745
16	18	P99	1	-0.000000	-0.000000	0.003745	0.003745
16	18	P999	1	-0.000000	-0.000000	0.003745	0.003745
17	15	P1	1	-0.003483	-0.003483	0.000249	0.000249
17	15	P50	1	-0.001743	-0.001743	0.001996	0.001996
17	15	P75	1	-0.000747	-0.000747	0.002995	0.002995
17	15	P90	1	-0.000249	-0.000249	0.003495	0.003495
17	15	P95	1	-0.000000	-0.000000	0.003745	0.003745
17	15	P99	1	-0.000000	-0.000000	0.003745	0.003745
17	15	P999	1	-0.000000	-0.000000	0.003745	0.003745
18	20	P1	1	-0.003545	-0.003545	0.000187	0.000187
18	20	P50	1	-0.001681	-0.001867	0.002058	0.001871
18	20	P75	1	-0.000747	-0.000934	0.002995	0.002807
18	20	P90	1	-0.000187	-0.000374	0.003557	0.003370
18	20	P95	1	-0.000000	-0.000187	0.003745	0.003557
18	20	P99	1	-0.000000	-0.000000	0.003745	0.003745
18	20	P999	1	-0.000000	-0.000000	0.003745	0.003745
19	17	P1	1	-0.003512	-0.003512	0.000220	0.000220
19	17	P50	1	-0.001757	-0.001757	0.001981	0.001981
19	17	P75	1	-0.000879	-0.000879	0.002863	0.002863
19	17	P90	1	-0.000220	-0.000220	0.003524	0.003524
19	17	P95	1	-0.000000	-0.000000	0.003745	0.003745
19	17	P99	1	-0.000000	-0.000000	0.003745	0.003745
19	17	P999	1	-0.000000	-0.000000	0.003745	0.003745
20	11	P1	1	-0.003392	-0.003392	0.000340	0.000340
20	11	P50	1	-0.001698	-0.001698	0.002041	0.002041
20	11	P75	1	-0.000679	-0.000679	0.003063	0.003063
20	11	P90	1	-0.000340	-0.000340	0.003404	0.003404
20	11	P95	1	-0.000000	-0.000000	0.003745	0.003745
20	11	P99	1	-0.000000	-0.000000	0.003745	0.003745
20	11	P999	1	-0.000000	-0.000000	0.003745	0.003745
21	6	P1	1	-0.003110	-0.003110	0.000623	0.000623
21	6	P50	1	-0.001245	-0.001867	0.002495	0.001871
21	6	P75	1	-0.000623	-0.000623	0.003120	0.003120
21	6	P90	1	-0.000000	-0.000000	0.003745	0.003745
21	6	P95	1	-0.000000	-0.000000	0.003745	0.003745
21	6	P99	1	-0.000000	-0.000000	0.003745	0.003745
21	6	P999	1	-0.000000	-0.000000	0.003745	0.003745
22	12	P1	1	-0.003421	-0.003421	0.000312	0.000312
22	12	P50	1	-0.001556	-0.001867	0.002183	0.001871
22	12	P75	1	-0.000623	-0.000934	0.003120	0.002807
22	12	P90	1	-0.000311	-0.000311	0.003432	0.003432
22	12	P95	1	-0.000000	-0.000000	0.003745	0.003745
22	12	P99	1	-0.000000	-0.000000	0.003745	0.003745
22	12	P999	1	-0.000000	-0.000000	0.003745	0.003745
23	9	P1	1	-0.003317	-0.003317	0.000415	0.000415
23	9	P50	1	-0.001660	-0.001660	0.002079	0.002079
23	9	P75	1	-0.000830	-0.000830	0.002912	0.002912
23	9	P90	1	-0.000000	-0.000000	0.003745	0.003745
23	9	P95	1	-0.000000	-0.000000	0.003745	0.003745
23	9	P99	1	-0.000000	-0.000000	0.003745	0.003745
23	9	P999	1	-0.000000	-0.000000	0.003745	0.003745
24	9	P1	1	-0.003317	-0.003317	0.000415	0.000415
24	9	P50	1	-0.001660	-0.001660	0.002079	0.002079
24	9	P75	1	-0.000830	-0.000830	0.002912	0.002912
24	9	P90	1	-0.000000	-0.000000	0.003745	0.003745
24	9	P95	1	-0.000000	-0.000000	0.003745	0.003745
24	9	P99	1	-0.000000	-0.000000	0.003745	0.003745
24	9	P999	1	-0.000000	-0.000000	0.003745	0.003745
25	8	P1	1	-0.003265	-0.003265	0.000467	0.000467
25	8	P50	1	-0.001401	-0.001867	0.002339	0.001871
25	8	P75	1	-0.000467	-0.000934	0.003276	0.002807
25	8	P90	1	-0.000000	-0.000000	0.003745	0.003745
25	8	P95	1	-0.000000	-0.000000	0.003745	0.003745
25	8	P99	1	-0.000000	-0.000000	0.003745	0.003745
25	8	P999	1	-0.000000	-0.000000	0.003745	0.003745
26	20	P1	12	-0.001776	-0.001776	-0.002481	-0.002481
26	20	P50	13	-0.002800	-0.003265	0.000228	-0.000240
26	20	P75	13	-0.000467	-0.000934	0.002567	0.002099
26	20	P90	15	0.000811	-0.066059	0.000104	-0.063223
26	20	P95	15	0.002683	0.000811	0.001975	0.000104
26	20	P99	15	0.002683	0.002683	0.001975	0.001975
26	20	P999	15	0.002683	0.002683	0.001975	0.001975
27	20	P1	72	0.000951	0.000951	0.000810	0.000810
27	20	P50	73	0.000863	0.000396	0.000722	0.000255
27	20	P75	78	0.001899	-0.038462	0.001757	-0.034997
