group	step	n_union	remaps_so_far	quantile	oracle	T_int_err	T_ceil_err	G_int_err	G_ceil_err
1	7	114	7	P99	4	-0.001532	-0.001532	0.000407	0.000407
1	7	114	7	P999	4	-0.001449	-0.001449	0.000490	0.000490
2	1	24	1	P1	1	-0.002735	-0.002735	0.000234	0.000234
2	1	24	1	P50	1	0.000065	-0.000169	0.003042	0.002807
2	1	24	1	P75	2	-0.003098	-0.003563	-0.000222	-0.000689
2	1	24	1	P90	2	-0.001699	-0.001699	0.001180	0.001180
2	1	24	1	P95	2	-0.001233	-0.001233	0.001648	0.001648
2	1	24	1	P99	2	-0.000766	-0.000766	0.002116	0.002116
2	1	24	1	P999	2	-0.000766	-0.000766	0.002116	0.002116
2	2	45	2	P1	1	-0.002786	-0.002786	0.000234	0.000234
2	2	45	2	P50	2	-0.001290	-0.001290	0.001648	0.001648
2	2	45	2	P75	15	-0.002580	-0.002580	0.000104	0.000104
2	2	45	2	P90	15	-0.000948	-0.000948	0.001741	0.001741
2	2	45	2	P95	16	0.000169	0.000169	-0.000889	-0.000889
2	2	45	2	P99	18	0.000147	0.000147	0.002815	0.002815
2	2	45	2	P999	18	0.000147	0.000147	0.002815	0.002815
2	3	58	3	P1	1	-0.002891	-0.002891	0.000129	0.000129
2	3	58	3	P50	2	-0.004086	-0.499643	-0.001156	-0.498128
2	3	58	3	P75	15	-0.003279	-0.003279	-0.000597	-0.000597
2	3	58	3	P90	15	-0.001181	-0.001181	0.001507	0.001507
2	3	58	3	P95	16	0.000169	0.000169	-0.000889	-0.000889
2	3	58	3	P99	18	0.000147	0.000147	0.002815	0.002815
2	3	58	3	P999	18	0.000147	0.000147	0.002815	0.002815
2	4	65	4	P1	1	-0.002916	-0.002916	0.000104	0.000104
2	4	65	4	P50	1	0.000403	0.000403	0.003432	0.003432
2	4	65	4	P75	15	-0.003745	-0.003745	-0.001064	-0.001064
2	4	65	4	P90	15	-0.001415	-0.001415	0.001273	0.001273
2	4	65	4	P95	15	-0.000714	-0.000714	0.001975	0.001975
2	4	65	4	P99	18	0.000147	0.000147	0.002815	0.002815
2	4	65	4	P999	18	0.000147	0.000147	0.002815	0.002815
2	5	86	5	P1	1	-0.002916	-0.002916	0.000104	0.000104
2	5	86	5	P50	2	-0.000823	-0.001290	0.002116	0.001648
2	5	86	5	P75	9	0.001686	0.001686	0.000698	0.000698
2	5	86	5	P90	15	-0.001881	-0.001881	0.000805	0.000805
2	5	86	5	P95	15	-0.000948	-0.000948	0.001741	0.001741
2	5	86	5	P99	18	0.000147	0.000147	0.002815	0.002815
2	5	86	5	P999	18	0.000147	0.000147	0.002815	0.002815
2	6	94	6	P1	1	-0.002935	-0.002935	0.000085	0.000085
2	6	94	6	P50	2	-0.002689	-0.003155	0.000245	-0.000222
2	6	94	6	P75	9	0.001062	0.001062	0.000075	0.000075
2	6	94	6	P90	15	-0.002114	-0.002114	0.000571	0.000571
2	6	94	6	P95	15	-0.000948	-0.000948	0.001741	0.001741
2	6	94	6	P99	18	0.000147	0.000147	0.002815	0.002815
2	6	94	6	P999	18	0.000147	0.000147	0.002815	0.002815
2	7	112	7	P1	1	-0.002899	-0.002899	0.000121	0.000121
2	7	112	7	P50	1	0.000413	0.000353	0.003442	0.003382
2	7	112	7	P75	9	-0.000184	-0.000496	-0.001171	-0.001482
2	7	112	7	P90	15	-0.002580	-0.002580	0.000104	0.000104
2	7	112	7	P95	15	-0.001181	-0.001181	0.001507	0.001507
2	7	112	7	P99	16	0.002041	0.002041	0.000980	0.000980
2	7	112	7	P999	18	0.000147	0.000147	0.002815	0.002815
3	1	35	0	P1	1	-0.003625	-0.003625	0.000107	0.000107
3	1	35	0	P50	1	-0.001814	-0.001814	0.001924	0.001924
3	1	35	0	P75	1	-0.000854	-0.000854	0.002888	0.002888
3	1	35	0	P90	1	-0.000320	-0.000320	0.003423	0.003423
3	1	35	0	P95	1	-0.000107	-0.000107	0.003638	0.003638
3	1	35	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
3	1	35	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
3	2	52	0	P1	1	-0.003659	-0.003659	0.000072	0.000072
3	2	52	0	P50	1	-0.001795	-0.001867	0.001943	0.001871
3	2	52	0	P75	1	-0.000862	-0.000934	0.002879	0.002807
3	2	52	0	P90	1	-0.000359	-0.000359	0.003384	0.003384
3	2	52	0	P95	1	-0.000144	-0.000144	0.003601	0.003601
3	2	52	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
3	2	52	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
3	3	63	0	P1	1	-0.003672	-0.003672	0.000059	0.000059
3	3	63	0	P50	1	-0.001838	-0.001838	0.001900	0.001900
3	3	63	0	P75	1	-0.000890	-0.000890	0.002852	0.002852
3	3	63	0	P90	1	-0.000356	-0.000356	0.003388	0.003388
3	3	63	0	P95	1	-0.000178	-0.000178	0.003566	0.003566
3	3	63	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
3	3	63	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
3	4	69	0	P1	1	-0.003677	-0.003677	0.000054	0.000054
3	4	69	0	P50	1	-0.001840	-0.001840	0.001898	0.001898
3	4	69	0	P75	1	-0.000921	-0.000921	0.002821	0.002821
3	4	69	0	P90	1	-0.000325	-0.000325	0.003419	0.003419
3	4	69	0	P95	1	-0.000163	-0.000163	0.003582	0.003582
3	4	69	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
3	4	69	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
3	5	81	0	P1	1	-0.003685	-0.003685	0.000046	0.000046
3	5	81	0	P50	1	-0.001844	-0.001844	0.001894	0.001894
3	5	81	0	P75	1	-0.000923	-0.000923	0.002819	0.002819
3	5	81	0	P90	1	-0.000369	-0.000369	0.003374	0.003374
3	5	81	0	P95	1	-0.000185	-0.000185	0.003560	0.003560
3	5	81	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
3	5	81	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
3	6	90	0	P1	1	-0.003690	-0.003690	0.000042	0.000042
3	6	90	0	P50	1	-0.001826	-0.001867	0.001912	0.001871
3	6	90	0	P75	1	-0.000913	-0.000913	0.002828	0.002828
3	6	90	0	P90	1	-0.000332	-0.000374	0.003412	0.003370
3	6	90	0	P95	1	-0.000166	-0.000166	0.003578	0.003578
3	6	90	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
3	6	90	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
3	7	99	0	P1	1	-0.003693	-0.003693	0.000038	0.000038
3	7	99	0	P50	1	-0.001848	-0.001848	0.001890	0.001890
3	7	99	0	P75	1	-0.000906	-0.000906	0.002836	0.002836
3	7	99	0	P90	1	-0.000340	-0.000340	0.003404	0.003404
3	7	99	0	P95	1	-0.000151	-0.000151	0.003593	0.003593
3	7	99	0	P99	1	-0.000000	-0.000000	0.003745	0.003745
3	7	99	0	P999	1	-0.000000	-0.000000	0.003745	0.003745
4	1	28	1	P1	1	-0.002977	-0.002977	0.000467	0.000467
4	1	28	1	P50	12	0.000422	0.000006	0.000008	-0.000407
4	1	28	1	P75	13	-0.001689	-0.002156	0.001631	0.001163
4	1	28	1	P90	14	0.000366	0.000366	0.003689	0.003689
4	1	28	1	P95	15	0.000529	0.000529	0.000104	0.000104
4	1	28	1	P99	15	0.002401	0.002401	0.001975	0.001975
4	1	28	1	P999	15	0.002401	0.002401	0.001975	0.001975
4	2	48	2	P1	1	-0.003214	-0.003214	0.000467	0.000467
4	2	48	2	P50	13	-0.000633	-0.001099	0.003036	0.002567
4	2	48	2	P75	73	-0.000123	-0.000590	-0.000213	-0.000680
4	2	48	2	P90	78	0.001848	0.001848	0.001757	0.001757
4	2	48	2	P95	81	0.001487	0.001487	0.001396	0.001396
4	2	48	2	P99	95	0.002796	0.002796	0.002703	0.002703
4	2	48	2	P999	95	0.002796	0.002796	0.002703	0.002703
4	3	56	3	P1	1	-0.003447	-0.003447	0.000234	0.000234
4	3	56	3	P50	13	-0.002499	-0.002965	0.001163	0.000695
4	3	56	3	P75	73	-0.001057	-0.001524	-0.001146	-0.001613
4	3	56	3	P90	75	-0.000051	-0.000051	0.003603	0.003603
4	3	56	3	P95	81	0.001487	0.001487	0.001396	0.001396
4	3	56	3	P99	95	0.002796	0.002796	0.002703	0.002703
4	3	56	3	P999	95	0.002796	0.002796	0.002703	0.002703
4	4	63	4	P1	1	-0.003518	-0.003518	0.000163	0.000163
4	4	63	4	P50	12	0.000912	0.000912	0.000839	0.000839
4	4	63	4	P75	73	-0.001990	-0.001990	-0.002079	-0.002079
4	4	63	4	P90	75	-0.001918	-0.001918	0.001729	0.001729
4	4	63	4	P95	79	0.000321	0.000321	0.000231	0.000231
4	4	63	4	P99	95	0.002796	0.002796	0.002703	0.002703
4	4	63	4	P999	95	0.002796	0.002796	0.002703	0.002703
4	5	71	5	P1	1	-0.003560	-0.003560	0.000121	0.000121
4	5	71	5	P50	12	-0.000749	-0.000749	-0.000822	-0.000822
4	5	71	5	P75	72	0.003396	0.003396	0.003307	0.003307
4	5	71	5	P90	74	0.002160	0.002160	0.002070	0.002070
4	5	71	5	P95	79	0.000321	0.000321	0.000231	0.000231
4	5	71	5	P99	95	0.002796	0.002796	0.002703	0.002703
4	5	71	5	P999	95	0.002796	0.002796	0.002703	0.002703
4	6	81	6	P1	1	-0.003589	-0.003589	0.000091	0.000091
4	6	81	6	P50	1	0.000051	0.000051	0.003745	0.003745
4	6	81	6	P75	15	0.002050	0.002050	0.001975	0.001975
4	6	81	6	P90	74	0.000289	0.000289	0.000199	0.000199
4	6	81	6	P95	78	0.001848	0.001848	0.001757	0.001757
4	6	81	6	P99	95	0.002796	0.002796	0.002703	0.002703
4	6	81	6	P999	95	0.002796	0.002796	0.002703	0.002703
4	7	84	7	P1	1	-0.003595	-0.003595	0.000085	0.000085
4	7	84	7	P50	1	-0.000034	-0.000119	0.003660	0.003574
4	7	84	7	P75	15	0.002050	0.000179	0.001975	0.000104
4	7	84	7	P90	74	0.000289	0.000289	0.000199	0.000199
4	7	84	7	P95	78	0.001848	0.001848	0.001757	0.001757
4	7	84	7	P99	95	0.002796	0.002796	0.002703	0.002703
4	7	84	7	P999	95	0.002796	0.002796	0.002703	0.002703
5	1	24	1	P1	1	-0.002185	-0.002185	0.000623	0.000623
5	1	24	1	P50	7	-0.001757	-0.002172	0.000738	0.000323
5	1	24	1	P75	8	-0.001946	-0.002361	0.000527	0.000112
5	1	24	1	P90	8	-0.000702	-0.000702	0.001775	0.001775
5	1	24	1	P95	8	-0.000286	-0.000286	0.002191	0.002191
5	1	24	1	P99	8	0.000129	0.000129	0.002607	0.002607
5	1	24	1	P999	8	0.000129	0.000129	0.002607	0.002607
5	2	43	2	P1	1	-0.002185	-0.002185	0.000623	0.000623
5	2	43	2	P50	3	0.000795	0.000795	-0.000311	-0.000311
5	2	43	2	P75	7	-0.001343	-0.001343	0.001154	0.001154
5	2	43	2	P90	8	-0.001532	-0.001532	0.000943	0.000943
5	2	43	2	P95	8	-0.000702	-0.000702	0.001775	0.001775
5	2	43	2	P99	8	0.000129	0.000129	0.002607	0.002607
5	2	43	2	P999	8	0.000129	0.000129	0.002607	0.002607
5	3	63	3	P1	1	-0.002468	-0.002468	0.000340	0.000340
5	3	63	3	P50	3	-0.000976	-0.000976	-0.002079	-0.002079
5	3	63	3	P75	7	-0.003415	-0.003415	-0.000923	-0.000923
5	3	63	3	P90	8	-0.002361	-0.002361	0.000112	0.000112
5	3	63	3	P95	8	-0.001117	-0.001117	0.001359	0.001359
5	3	63	3	P99	8	0.000129	0.000129	0.002607	0.002607
5	3	63	3	P999	8	0.000129	0.000129	0.002607	0.002607
5	4	84	4	P1	1	-0.003305	-0.003305	0.000340	0.000340
5	4	84	4	P50	3	0.000080	-0.000107	-0.000025	-0.000212
5	4	84	4	P75	53	0.000107	-0.849210	-0.000041	-0.848663
5	4	84	4	P90	55	-0.000088	-0.000088	0.003507	0.003507
5	4	84	4	P95	57	0.001575	0.001575	0.001426	0.001426
5	4	84	4	P99	67	0.000668	0.000668	0.000516	0.000516
5	4	84	4	P999	67	0.000668	0.000668	0.000516	0.000516
5	5	103	5	P1	1	-0.002966	-0.002966	0.000680	0.000680
5	5	103	5	P50	3	-0.001207	-0.001207	-0.001312	-0.001312
5	5	103	5	P75	8	-0.002672	-0.002672	0.000943	0.000943
5	5	103	5	P90	54	0.003315	0.003315	0.003165	0.003165
5	5	103	5	P95	57	0.000328	0.000328	0.000179	0.000179
5	5	103	5	P99	64	0.001622	0.001622	0.001471	0.001471
5	5	103	5	P999	67	0.000668	0.000668	0.000516	0.000516
5	6	116	6	P1	1	-0.003333	-0.003333	0.000312	0.000312
5	6	116	6	P50	3	-0.002036	-0.002175	-0.002141	-0.002279
5	6	116	6	P75	8	-0.003914	-0.004328	-0.000304	-0.000719
5	6	116	6	P90	54	0.002377	0.002377	0.002228	0.002228
5	6	116	6	P95	57	0.000328	0.000328	0.000179	0.000179
5	6	116	6	P99	64	0.001622	0.001622	0.001471	0.001471
5	6	116	6	P999	67	0.000668	0.000668	0.000516	0.000516
5	7	118	7	P1	1	-0.003357	-0.003357	0.000288	0.000288
5	7	118	7	P50	3	-0.002175	-0.002313	-0.002279	-0.002417
5	7	118	7	P75	8	-0.004328	-0.004328	-0.000719	-0.000719
5	7	118	7	P90	54	0.002377	0.002377	0.002228	0.002228
5	7	118	7	P95	57	0.000328	0.000328	0.000179	0.000179
5	7	118	7	P99	64	0.001622	0.001622	0.001471	0.001471
5	7	118	7	P999	67	0.000668	0.000668	0.000516	0.000516
6	1	337	0	P1	1	-0.003687	-0.003687	0.000045	0.000045
6	1	337	0	P50	1	-0.001851	-0.001851	0.001887	0.001887
6	1	337	0	P75	1	-0.000915	-0.000915	0.002827	0.002827
6	1	337	0	P90	1	-0.000346	-0.000346	0.003398	0.003398
6	1	337	0	P95	1	-0.000156	-0.000156	0.003588	0.003588
6	1	337	0	P99	1	-0.000011	-0.000011	0.003734	0.003734
6	1	337	0	P999	46	0.002774	0.002774	0.002774	0.002774
6	2	339	1	P1	1	-0.002242	-0.002242	0.000045	0.000045
6	2	339	1	P50	1	-0.000392	-0.000392	0.001899	0.001899
6	2	339	1	P75	1	0.000557	0.000557	0.002849	0.002849
6	2	339	1	P90	1	0.001127	0.001127	0.003420	0.003420
6	2	339	1	P95	1	0.001317	0.001317	0.003611	0.003611
6	2	339	1	P99	3	0.002078	0.002078	0.000349	0.000349
6	2	339	1	P999	46	0.001448	0.001448	0.002774	0.002774
6	3	341	2	P1	1	-0.002242	-0.002242	0.000045	0.000045
6	3	341	2	P50	1	-0.000380	-0.000380	0.001910	0.001910
6	3	341	2	P75	1	0.000568	0.000568	0.002861	0.002861
6	3	341	2	P90	1	0.001138	0.001138	0.003431	0.003431
6	3	341	2	P95	1	0.001328	0.001328	0.003622	0.003622
6	3	341	2	P99	4	-0.003314	-0.003314	-0.001378	-0.001378
6	3	341	2	P999	46	0.001448	0.001448	0.002774	0.002774
6	4	343	3	P1	1	-0.002242	-0.002242	0.000045	0.000045
6	4	343	3	P50	1	-0.000369	-0.000369	0.001921	0.001921
6	4	343	3	P75	1	0.000591	0.000591	0.002883	0.002883
6	4	343	3	P90	1	0.001160	0.001160	0.003454	0.003454
6	4	343	3	P95	1	0.001350	0.001350	0.003644	0.003644
6	4	343	3	P99	4	-0.002693	-0.002693	-0.000756	-0.000756
6	4	343	3	P999	46	0.001448	0.001448	0.002774	0.002774
6	5	345	4	P1	1	-0.002242	-0.002242	0.000045	0.000045
6	5	345	4	P50	1	-0.000358	-0.000358	0.001932	0.001932
6	5	345	4	P75	1	0.000602	0.000602	0.002894	0.002894
6	5	345	4	P90	1	0.001183	0.001183	0.003476	0.003476
6	5	345	4	P95	1	0.001373	0.001373	0.003667	0.003667
6	5	345	4	P99	4	-0.002382	-0.002382	-0.000445	-0.000445
6	5	345	4	P999	46	0.001448	0.001448	0.002774	0.002774
6	6	347	5	P1	1	-0.002242	-0.002242	0.000045	0.000045
6	6	347	5	P50	1	-0.000347	-0.000347	0.001943	0.001943
6	6	347	5	P75	1	0.000624	0.000624	0.002917	0.002917
6	6	347	5	P90	1	0.001205	0.001205	0.003499	0.003499
6	6	347	5	P95	1	0.001395	0.001395	0.003689	0.003689
6	6	347	5	P99	4	-0.002195	-0.002195	-0.000258	-0.000258
6	6	347	5	P999	46	0.001448	0.001448	0.002774	0.002774
6	7	350	6	P1	1	-0.002242	-0.002242	0.000045	0.000045
6	7	350	6	P50	1	-0.000325	-0.000336	0.001966	0.001955
6	7	350	6	P75	1	0.000647	0.000647	0.002939	0.002939
6	7	350	6	P90	1	0.001239	0.001227	0.003532	0.003521
6	7	350	6	P95	1	0.001429	0.001429	0.003723	0.003723
6	7	350	6	P99	4	-0.002071	-0.002071	-0.000133	-0.000133
6	7	350	6	P999	46	0.001448	0.001448	0.002774	0.002774
7	1	38	0	P1	3	0.000199	0.000199	-0.003045	-0.003045
7	1	38	0	P50	4	-0.002441	-0.002584	-0.001952	-0.002096
7	1	38	0	P75	4	-0.001149	-0.001149	-0.000660	-0.000660
7	1	38	0	P90	4	-0.000287	-0.000287	0.000202	0.000202
7	1	38	0	P95	4	-0.000000	-0.000000	0.000490	0.000490
7	1	38	0	P99	5	0.001135	0.001135	0.001625	0.001625
7	1	38	0	P999	5	0.001135	0.001135	0.001625	0.001625
7	2	554	0	P1	3	0.000023	0.000023	-0.003220	-0.003220
7	2	554	0	P50	4	-0.002407	-0.002417	-0.001919	-0.001928
7	2	554	0	P75	4	-0.001110	-0.001110	-0.000621	-0.000621
7	2	554	0	P90	4	-0.000329	-0.000329	0.000160	0.000160
7	2	554	0	P95	4	-0.000066	-0.000066	0.000424	0.000424
7	2	554	0	P99	5	0.000511	0.000511	0.001002	0.001002
7	2	554	0	P999	45	0.001833	0.001833	0.002324	0.002324
7	3	559	1	P1	3	-0.001820	-0.001820	-0.003221	-0.003221
7	3	559	1	P50	4	-0.004148	-0.004148	-0.001923	-0.001923
7	3	559	1	P75	4	-0.002834	-0.002834	-0.000619	-0.000619
7	3	559	1	P90	4	-0.002045	-0.002045	0.000164	0.000164
7	3	559	1	P95	4	-0.001782	-0.001782	0.000425	0.000425
7	3	559	1	P99	5	-0.001175	-0.001175	0.001002	0.001002
7	3	559	1	P999	45	0.000815	0.000815	0.002324	0.002324
7	4	1075	2	P1	3	-0.001842	-0.001842	-0.003244	-0.003244
7	4	1075	2	P50	4	-0.003182	-0.003182	-0.002038	-0.002038
7	4	1075	2	P75	4	-0.000543	-0.000543	-0.000713	-0.000713
7	4	1075	2	P90	4	0.001125	0.001125	0.000081	0.000081
7	4	1075	2	P95	4	0.001685	0.001685	0.000347	0.000347
7	4	1075	2	P99	5	-0.001797	-0.001797	0.000378	0.000378
7	4	1075	2	P999	43	0.001409	0.001409	0.002933	0.002933
7	5	1378	3	P1	3	-0.001813	-0.001813	-0.003215	-0.003215
7	5	1378	3	P50	4	-0.003289	-0.003295	-0.001836	-0.001840
7	5	1378	3	P75	4	-0.000947	-0.000947	-0.000560	-0.000560
7	5	1378	3	P90	4	0.001197	0.001197	0.000208	0.000208
7	5	1378	3	P95	4	0.001913	0.001913	0.000464	0.000464
7	5	1378	3	P99	5	-0.001196	-0.001196	0.000980	0.000980
7	5	1378	3	P999	43	0.001409	0.001409	0.002933	0.002933
7	6	1893	4	P1	3	-0.001822	-0.001822	-0.003223	-0.003223
7	6	1893	4	P50	4	-0.003627	-0.003627	-0.001875	-0.001875
7	6	1893	4	P75	4	-0.001890	-0.001890	-0.000591	-0.000591
7	6	1893	4	P90	4	0.000804	0.000804	0.000180	0.000180
7	6	1893	4	P95	4	0.001789	0.001789	0.000438	0.000438
7	6	1893	4	P99	5	-0.001289	-0.001289	0.000887	0.000887
7	6	1893	4	P999	43	0.001409	0.001409	0.002933	0.002933
7	7	2407	5	P1	3	-0.001803	-0.001803	-0.003204	-0.003204
7	7	2407	5	P50	4	-0.003658	-0.003658	-0.001793	-0.001793
7	7	2407	5	P75	4	-0.002053	-0.002053	-0.000515	-0.000515
7	7	2407	5	P90	4	0.000824	0.000824	0.000252	0.000252
7	7	2407	5	P95	5	-0.004040	-0.004040	-0.001869	-0.001869
7	7	2407	5	P99	5	-0.001129	-0.001129	0.001047	0.001047
7	7	2407	5	P999	32	0.001485	0.001485	0.003098	0.003098
8	1	305	0	P1	3	0.000191	0.000191	-0.003052	-0.003052
8	1	305	0	P50	4	-0.002108	-0.002108	-0.001619	-0.001619
8	1	305	0	P75	4	-0.000964	-0.000964	-0.000475	-0.000475
8	1	305	0	P90	4	-0.000271	-0.000271	0.000219	0.000219
8	1	305	0	P95	4	-0.000045	-0.000045	0.000445	0.000445
8	1	305	0	P99	5	0.000200	0.000200	0.000690	0.000690
8	1	305	0	P999	5	0.001135	0.001135	0.001625	0.001625
8	2	307	0	P1	3	0.000191	0.000191	-0.003052	-0.003052
8	2	307	0	P50	4	-0.002106	-0.002106	-0.001617	-0.001617
8	2	307	0	P75	4	-0.000956	-0.000956	-0.000467	-0.000467
8	2	307	0	P90	4	-0.000269	-0.000269	0.000221	0.000221
8	2	307	0	P95	4	-0.000045	-0.000045	0.000445	0.000445
8	2	307	0	P99	5	0.000200	0.000200	0.000690	0.000690
8	2	307	0	P999	5	0.001135	0.001135	0.001625	0.001625
8	3	310	0	P1	3	0.000184	0.000184	-0.003059	-0.003059
8	3	310	0	P50	4	-0.002104	-0.002119	-0.001615	-0.001630
8	3	310	0	P75	4	-0.000964	-0.000964	-0.000474	-0.000474
8	3	310	0	P90	4	-0.000267	-0.000282	0.000223	0.000208
8	3	310	0	P95	4	-0.000044	-0.000044	0.000445	0.000445
8	3	310	0	P99	5	0.000200	0.000200	0.000690	0.000690
8	3	310	0	P999	5	0.001135	0.001135	0.001625	0.001625
8	4	312	0	P1	3	0.000184	0.000184	-0.003059	-0.003059
8	4	312	0	P50	4	-0.002102	-0.002117	-0.001613	-0.001628
8	4	312	0	P75	4	-0.000956	-0.000971	-0.000467	-0.000481
8	4	312	0	P90	4	-0.000280	-0.000280	0.000210	0.000210
8	4	312	0	P95	4	-0.000044	-0.000044	0.000446	0.000446
8	4	312	0	P99	5	0.000200	0.000200	0.000690	0.000690
8	4	312	0	P999	5	0.001135	0.001135	0.001625	0.001625
8	5	584	1	P1	3	-0.001641	-0.001641	-0.003005	-0.003005
8	5	584	1	P50	4	0.000139	0.000125	0.000090	0.000076
8	5	584	1	P75	42	-0.002225	-0.002281	-0.002493	-0.002549
8	5	584	1	P90	43	-0.000730	-0.000730	0.002740	0.002740
8	5	584	1	P95	45	0.001352	0.001352	0.001076	0.001076
8	5	584	1	P99	51	-0.001070	-0.001070	-0.001357	-0.001357
8	5	584	1	P999	60	0.002769	0.002769	0.002466	0.002466
8	6	588	2	P1	3	-0.002448	-0.002448	-0.003257	-0.003257
8	6	588	2	P50	4	0.000441	0.000426	0.000062	0.000048
8	6	588	2	P75	42	-0.002047	-0.002103	-0.002549	-0.002605
8	6	588	2	P90	43	-0.000497	-0.000497	0.002740	0.002740
8	6	588	2	P95	45	0.001584	0.001584	0.001076	0.001076
8	6	588	2	P99	51	-0.000844	-0.000844	-0.001357	-0.001357
8	6	588	2	P999	60	0.002989	0.002989	0.002466	0.002466
8	7	1113	3	P1	3	-0.000725	-0.000725	-0.002878	-0.002878
8	7	1113	3	P50	9	-0.000122	-0.000122	-0.000544	-0.000544
8	7	1113	3	P75	11	0.001844	0.001844	0.001411	0.001411
8	7	1113	3	P90	42	-0.000040	-0.000040	-0.000544	-0.000544
8	7	1113	3	P95	44	-0.000367	-0.000367	-0.000872	-0.000872
8	7	1113	3	P99	47	-0.000782	-0.000782	0.002449	0.002449
8	7	1113	3	P999	56	0.000953	0.000953	0.000434	0.000434
9	1	597	1	P1	7	-0.004783	-0.004783	-0.002050	-0.002050
9	1	597	1	P50	8	-0.002091	-0.002091	0.000621	0.000621
9	1	597	1	P75	8	-0.000554	-0.000554	0.002162	0.002162
9	1	597	1	P90	9	-0.000062	-0.000062	-0.001109	-0.001109
9	1	597	1	P95	9	0.001171	0.001171	0.000122	0.000122
9	1	597	1	P99	10	-0.000177	-0.000177	0.002495	0.002495
9	1	597	1	P999	10	0.001070	0.001070	0.003745	0.003745
