pair	n_a	n_b	n_union	remap	quantile	oracle	T_int_err	T_ceil_err	G_int_err	G_ceil_err
9	31	31	62	1	P1	40	0.008180	0.008180	0.003953	0.003953
9	31	31	62	1	P50	46	0.006914	0.004183	0.003836	0.000725
9	31	31	62	1	P75	48	0.010554	0.010554	0.020436	0.020436
9	31	31	62	1	P90	51	0.015167	0.015167	0.015583	0.015583
9	31	31	62	1	P95	54	0.012285	0.012285	0.007988	0.007988
9	31	31	62	1	P99	112	0.021620	0.021620	0.017152	0.017152
9	31	31	62	1	P999	112	0.021620	0.021620	0.017152	0.017152
10	31	31	62	1	P1	41	-0.014258	-0.014258	0.000976	0.000976
10	31	31	62	1	P50	46	0.010390	0.007256	0.009041	0.006123
10	31	31	62	1	P75	49	0.007927	0.007927	0.011050	0.011050
10	31	31	62	1	P90	52	0.031079	0.031079	0.002254	0.002254
10	31	31	62	1	P95	106	0.014238	0.014238	0.029035	0.029035
10	31	31	62	1	P99	212	0.016858	0.016858	0.031067	0.031067
10	31	31	62	1	P999	212	0.016858	0.016858	0.031067	0.031067
11	31	31	62	1	P1	40	0.015251	0.015251	0.003953	0.003953
11	31	31	62	1	P50	47	0.004954	0.002656	0.010304	0.007174
11	31	31	62	1	P75	49	0.030094	0.030094	0.018397	0.018397
11	31	31	62	1	P90	55	0.023127	0.023127	0.018744	0.018744
11	31	31	62	1	P95	69	0.035921	0.035921	0.023782	0.023782
11	31	31	62	1	P99	218	0.015789	0.015789	0.002689	0.002689
11	31	31	62	1	P999	218	0.015789	0.015789	0.002689	0.002689
12	31	31	62	1	P1	40	0.001070	0.001070	0.003953	0.003953
12	31	31	62	1	P50	47	-0.011011	-0.014320	-0.003285	-0.007214
12	31	31	62	1	P75	49	0.022135	0.022135	0.018397	0.018397
12	31	31	62	1	P90	56	0.013203	0.013203	0.015147	0.015147
12	31	31	62	1	P95	63	0.004254	0.004254	0.027969	0.027969
12	31	31	62	1	P99	213	0.005921	0.005921	0.026226	0.026226
12	31	31	62	1	P999	213	0.005921	0.005921	0.026226	0.026226
13	31	32	63	1	P1	40	-0.002086	-0.002086	-0.017620	-0.017620
13	31	32	63	1	P50	949	-0.009153	-0.009153	-0.012739	-0.012739
13	31	32	63	1	P75	1016	-0.002530	-0.002530	0.000837	0.000837
13	31	32	63	1	P90	1049	0.007503	0.007503	0.004306	0.004306
13	31	32	63	1	P95	1070	0.021687	0.021687	0.010598	0.010598
13	31	32	63	1	P99	1149	0.008200	0.008200	0.035504	0.035504
13	31	32	63	1	P999	1149	0.008200	0.008200	0.035504	0.035504
14	24	28	52	1	P1	1	-0.003928	-0.003928	0.010920	0.010920
14	24	28	52	1	P50	1448	-0.006915	-0.069641	-0.000900	-0.063933
14	24	28	52	1	P75	4064	0.027124	-0.441333	0.032019	-0.438258
14	24	28	52	1	P90	11529	0.006272	0.006272	0.009825	0.009825
14	24	28	52	1	P95	12310	-0.008510	-0.008510	-0.005071	-0.005071
14	24	28	52	1	P99	18063	0.014073	0.014073	0.017094	0.017094
14	24	28	52	1	P999	18063	0.014073	0.014073	0.017094	0.017094
15	43	30	73	1	P1	1	-0.000676	-0.000676	0.044403	0.044403
15	43	30	73	1	P50	1525	0.014633	0.014633	0.012534	0.012534
15	43	30	73	1	P75	7279	-0.012758	-0.012758	0.013568	0.013568
15	43	30	73	1	P90	10678	-0.004869	-0.004869	-0.000433	-0.000433
15	43	30	73	1	P95	11275	0.013239	0.013239	0.010386	0.010386
15	43	30	73	1	P99	13818	0.027444	0.027444	0.024468	0.024468
15	43	30	73	1	P999	13818	0.027444	0.027444	0.024468	0.024468
16	24	31	55	1	P1	1	-0.018486	-0.018486	0.001812	0.001812
16	24	31	55	1	P50	14744	-0.004744	-0.004744	0.002758	0.002758
16	24	31	55	1	P75	15978	0.020082	0.020082	0.003844	0.003844
16	24	31	55	1	P90	19497	-0.005332	-0.005332	0.013047	0.013047
16	24	31	55	1	P95	21213	0.011762	0.011762	0.030435	0.030435
16	24	31	55	1	P99	33044	0.003017	0.003017	0.021432	0.021432
16	24	31	55	1	P999	33044	0.003017	0.003017	0.021432	0.021432
17	32	32	64	1	P1	4717	0.046437	0.046437	0.012930	0.012930
17	32	32	64	1	P50	8250	0.009042	0.001744	0.008977	0.004119
17	32	32	64	1	P75	9819	-0.001774	-0.012585	-0.010641	-0.024865
17	32	32	64	1	P90	10615	0.018440	0.018440	0.018691	0.018691
17	32	32	64	1	P95	11164	-0.006003	-0.006003	-0.005824	-0.005824
17	32	32	64	1	P99	11390	0.035530	0.035530	0.000184	0.000184
17	32	32	64	1	P999	11390	0.035530	0.035530	0.000184	0.000184
18	32	32	64	1	P1	5409	0.016256	0.016256	0.006311	0.006311
18	32	32	64	1	P50	7622	0.002052	-0.002783	0.006067	0.001223
18	32	32	64	1	P75	8515	-0.002329	-0.008514	-0.005767	-0.012940
18	32	32	64	1	P90	8983	0.013908	0.013908	0.005897	0.005897
18	32	32	64	1	P95	9380	0.009792	0.009792	-0.001161	-0.001161
18	32	32	64	1	P99	9585	0.054874	0.054874	0.043297	0.043297
18	32	32	64	1	P999	9585	0.054874	0.054874	0.043297	0.043297
19	32	32	64	1	P1	5787	0.009237	0.009237	-0.003327	-0.003327
19	32	32	64	1	P50	9792	0.013560	0.006225	0.012407	0.003648
19	32	32	64	1	P75	11429	0.012948	0.004157	0.007657	-0.003229
19	32	32	64	1	P90	12582	-0.011995	-0.011995	-0.003761	-0.003761
19	32	32	64	1	P95	12868	0.001775	0.001775	-0.000177	-0.000177
19	32	32	64	1	P99	13709	-0.003423	-0.003423	0.032613	0.032613
19	32	32	64	1	P999	13709	-0.003423	-0.003423	0.032613	0.032613
20	32	31	63	1	P1	5524	-0.003887	-0.003887	0.029114	0.029114
20	32	31	63	1	P50	9246	0.003305	0.003305	0.003925	0.003925
20	32	31	63	1	P75	10727	0.011476	0.011476	0.005867	0.005867
20	32	31	63	1	P90	11780	0.013616	0.013616	0.002725	0.002725
20	32	31	63	1	P95	12392	0.000596	0.000596	0.002763	0.002763
20	32	31	63	1	P99	13414	0.023168	0.023168	0.010455	0.010455
20	32	31	63	1	P999	13414	0.023168	0.023168	0.010455	0.010455
21	10	11	21	1	P1	35	0.012758	0.012758	0.007168	0.007168
21	10	11	21	1	P50	22486	0.030886	0.030886	0.015263	0.015263
21	10	11	21	1	P75	65960	-0.001488	-0.001488	0.003400	0.003400
21	10	11	21	1	P90	102007	-0.002375	-0.002375	0.023854	0.023854
21	10	11	21	1	P95	109458	0.014244	0.014244	0.040774	0.040774
21	10	11	21	1	P99	184696	0.013183	0.013183	0.038870	0.038870
21	10	11	21	1	P999	184696	0.013183	0.013183	0.038870	0.038870
22	10	10	20	1	P1	58	0.038852	0.038852	0.023663	0.023663
22	10	10	20	1	P50	69294	-0.003468	-0.998331	0.019438	-0.998283
22	10	10	20	1	P75	92452	-0.001924	-0.016286	0.006091	-0.008374
22	10	10	20	1	P90	104315	0.022539	-0.062628	0.001201	-0.082121
22	10	10	20	1	P95	121635	-0.000875	-0.123064	0.021600	-0.141363
22	10	10	20	1	P99	121635	-0.000875	-0.000875	0.021600	0.021600
22	10	10	20	1	P999	121635	-0.000875	-0.000875	0.021600	0.021600
23	13	32	45	1	P1	3551	0.032728	0.032728	0.014502	0.014502
23	13	32	45	1	P50	11882	0.034329	0.034329	0.001341	0.001341
23	13	32	45	1	P75	13424	0.054818	0.054818	0.009703	0.009703
23	13	32	45	1	P90	65198	-0.016114	-0.016114	0.015127	0.015127
23	13	32	45	1	P95	69094	-0.016047	-0.016047	0.000420	0.000420
23	13	32	45	1	P99	98741	0.019192	0.019192	0.012751	0.012751
23	13	32	45	1	P999	98741	0.019192	0.019192	0.012751	0.012751
24	623	7	630	1	P1	2	-0.004461	-0.004461	-0.030849	-0.030849
24	623	7	630	1	P50	4	0.005640	0.005447	-0.021466	-0.021654
24	623	7	630	1	P75	5	-0.011606	-0.011606	0.004321	0.004321
24	623	7	630	1	P90	5	0.014403	0.014126	0.030732	0.030451
24	623	7	630	1	P95	5	0.023038	0.023038	0.039500	0.039500
24	623	7	630	1	P99	1168	-0.015529	-0.015529	-0.003230	-0.003230
24	623	7	630	1	P999	7255	0.005590	0.005590	0.016921	0.016921
25	31	31	62	1	P1	5	0.035775	0.035775	0.042344	0.042344
25	31	31	62	1	P50	3559	-0.006768	-0.995080	0.034451	-0.995057
25	31	31	62	1	P75	5074	-0.007155	-0.007155	-0.010403	-0.010403
25	31	31	62	1	P90	5531	-0.001746	-0.001746	-0.001531	-0.001531
25	31	31	62	1	P95	5738	-0.005843	-0.005843	0.012489	0.012489
25	31	31	62	1	P99	8432	0.000768	0.000768	0.041036	0.041036
25	31	31	62	1	P999	8432	0.000768	0.000768	0.041036	0.041036
26	7	31	38	1	P1	4	-0.001181	-0.001181	-0.028232	-0.028232
26	7	31	38	1	P50	6	-0.015258	-0.145012	0.000347	-0.131380
26	7	31	38	1	P75	15	-0.007802	-0.007802	0.007289	0.007289
26	7	31	38	1	P90	1193	-0.000324	-0.000324	0.011860	0.011860
26	7	31	38	1	P95	1206	0.017981	0.017981	0.030368	0.030368
26	7	31	38	1	P99	11992	0.025358	0.025358	0.036211	0.036211
26	7	31	38	1	P999	11992	0.025358	0.025358	0.036211	0.036211
27	31	7	38	1	P1	956	0.011249	0.011249	-0.019968	-0.019968
27	31	7	38	1	P50	4919	-0.012788	-0.019923	0.005687	-0.003014
27	31	7	38	1	P75	5273	-0.016932	-0.016932	0.002796	0.002796
27	31	7	38	1	P90	5837	-0.002625	-0.002625	0.017174	0.017174
27	31	7	38	1	P95	6259	-0.007119	-0.007119	0.034703	0.034703
27	31	7	38	1	P99	8375	0.006318	0.006318	0.003560	0.003560
27	31	7	38	1	P999	8375	0.006318	0.006318	0.003560	0.003560
28	7	7	14	0	P1	943	-0.011280	-0.011280	-0.013626	-0.013626
28	7	7	14	0	P50	967	0.022740	0.016412	0.021369	0.015050
28	7	7	14	0	P75	1014	0.002959	0.002959	0.000579	0.000579
28	7	7	14	0	P90	1017	0.021960	0.021960	0.026944	0.026944
28	7	7	14	0	P95	1062	0.022112	0.022112	0.027097	0.027097
28	7	7	14	0	P99	1062	0.022112	0.022112	0.027097	0.027097
28	7	7	14	0	P999	1062	0.022112	0.022112	0.027097	0.027097
29	7	7	14	1	P1	934	-0.007890	-0.007890	-0.011306	-0.011306
29	7	7	14	1	P50	968	0.007038	-0.000228	0.006477	-0.002230
29	7	7	14	1	P75	984	0.012420	0.012420	0.016260	0.016260
29	7	7	14	1	P90	1025	0.000488	0.000488	0.004280	0.004280
29	7	7	14	1	P95	1026	0.021464	0.021464	0.017936	0.017936
29	7	7	14	1	P99	1026	0.021464	0.021464	0.017936	0.017936
29	7	7	14	1	P999	1026	0.021464	0.021464	0.017936	0.017936
30	7	7	14	1	P1	934	-0.008957	-0.008957	-0.009873	-0.009873
30	7	7	14	1	P50	964	0.024922	0.010173	0.026139	0.015054
30	7	7	14	1	P75	1019	0.001020	0.001020	-0.001443	-0.001443
30	7	7	14	1	P90	1030	0.007707	0.007707	0.005211	0.005211
30	7	7	14	1	P95	1044	0.002878	0.002878	0.000386	0.000386
30	7	7	14	1	P99	1044	0.002878	0.002878	0.000386	0.000386
30	7	7	14	1	P999	1044	0.002878	0.002878	0.000386	0.000386
31	7	7	14	1	P1	933	-0.009732	-0.009732	-0.010246	-0.010246
31	7	7	14	1	P50	970	0.009304	-0.001600	0.008775	-0.002122
31	7	7	14	1	P75	1004	0.007424	0.007424	0.006893	0.006893
31	7	7	14	1	P90	1023	0.010427	0.010427	0.009893	0.009893
31	7	7	14	1	P95	1044	0.000916	0.000916	0.000386	0.000386
31	7	7	14	1	P99	1044	0.000916	0.000916	0.000386	0.000386
31	7	7	14	1	P999	1044	0.000916	0.000916	0.000386	0.000386
32	7	7	14	1	P1	937	-0.011055	-0.011055	-0.014471	-0.014471
32	7	7	14	1	P50	961	-0.002608	-0.007411	0.018222	0.007223
32	7	7	14	1	P75	1027	0.000973	0.000973	-0.004907	-0.004907
32	7	7	14	1	P90	1054	0.018646	0.018646	0.012654	0.012654
32	7	7	14	1	P95	1084	0.012209	0.012209	0.006252	0.006252
32	7	7	14	1	P99	1084	0.012209	0.012209	0.006252	0.006252
32	7	7	14	1	P999	1084	0.012209	0.012209	0.006252	0.006252
33	7	7	14	1	P1	941	-0.003627	-0.003627	-0.011529	-0.011529
33	7	7	14	1	P50	986	0.010691	0.001925	0.006882	-0.000383
33	7	7	14	1	P75	1024	0.012094	0.012094	0.019924	0.019924
33	7	7	14	1	P90	1082	0.022513	0.022513	0.008112	0.008112
33	7	7	14	1	P95	3402	0.009258	0.009258	0.036181	0.036181
33	7	7	14	1	P99	3402	0.009258	0.009258	0.036181	0.036181
33	7	7	14	1	P999	3402	0.009258	0.009258	0.036181	0.036181
34	7	7	14	0	P1	933	-0.007302	-0.007302	-0.008812	-0.008812
34	7	7	14	0	P50	975	0.013902	-0.000675	0.014562	0.003602
34	7	7	14	0	P75	1019	0.005888	0.005888	0.002905	0.002905
34	7	7	14	0	P90	1025	0.021960	0.021960	0.018929	0.018929
34	7	7	14	0	P95	1058	0.034047	0.034047	0.030980	0.030980
34	7	7	14	0	P99	1058	0.034047	0.034047	0.030980	0.030980
34	7	7	14	0	P999	1058	0.034047	0.034047	0.030980	0.030980
35	7	7	14	1	P1	937	-0.004911	-0.004911	-0.013043	-0.013043
35	7	7	14	1	P50	992	-0.002967	-0.024403	0.008065	-0.006429
35	7	7	14	1	P75	1030	-0.001441	-0.001441	-0.003486	-0.003486
35	7	7	14	1	P90	1036	0.010187	0.010187	0.008111	0.008111
35	7	7	14	1	P95	1050	0.005421	0.005421	0.038835	0.038835
35	7	7	14	1	P99	1050	0.005421	0.005421	0.038835	0.038835
35	7	7	14	1	P999	1050	0.005421	0.005421	0.038835	0.038835
36	7	7	14	1	P1	938	-0.026996	-0.026996	-0.011951	-0.011951
36	7	7	14	1	P50	972	0.009735	0.000969	0.009828	0.003580
36	7	7	14	1	P75	994	0.020205	0.020205	0.006036	0.006036
36	7	7	14	1	P90	1027	0.020243	0.020243	0.016945	0.016945
36	7	7	14	1	P95	1069	0.001759	0.001759	0.020371	0.020371
36	7	7	14	1	P99	1069	0.001759	0.001759	0.020371	0.020371
36	7	7	14	1	P999	1069	0.001759	0.001759	0.020371	0.020371
37	623	7	630	1	P1	1	0.028975	0.028975	0.044403	0.044403
37	623	7	630	1	P50	3	-0.004022	-0.004174	0.009047	0.008893
37	623	7	630	1	P75	4	-0.004985	-0.004985	-0.035265	-0.035265
37	623	7	630	1	P90	4	0.021566	0.021283	-0.009568	-0.009842
37	623	7	630	1	P95	4	0.030382	0.030382	-0.001035	-0.001035
37	623	7	630	1	P99	118	-0.019963	-0.019963	0.008300	0.008300
37	623	7	630	1	P999	123	0.048264	0.048264	0.010263	0.010263
38	31	31	62	1	P1	4	0.013176	0.013176	-0.017620	-0.017620
38	31	31	62	1	P50	3688	-0.005494	-0.995281	0.020189	-0.995230
38	31	31	62	1	P75	4674	0.001168	0.001168	0.004638	0.004638
38	31	31	62	1	P90	4956	0.003491	0.003491	0.006890	0.006890
38	31	31	62	1	P95	5262	0.016205	0.016205	0.019551	0.019551
38	31	31	62	1	P99	8662	0.010712	0.010712	0.013393	0.013393
38	31	31	62	1	P999	8662	0.010712	0.010712	0.013393	0.013393
39	31	7	38	1	P1	42	0.008830	0.008830	0.020531	0.020531
39	31	7	38	1	P50	48	0.010125	0.001377	0.021703	0.012864
39	31	7	38	1	P75	89	0.019052	0.019052	0.030088	0.030088
39	31	7	38	1	P90	106	0.018187	0.018187	0.014240	0.014240
39	31	7	38	1	P95	116	0.014960	0.014960	0.025684	0.025684
39	31	7	38	1	P99	213	0.016114	0.016114	0.026226	0.026226
39	31	7	38	1	P999	213	0.016114	0.016114	0.026226	0.026226
40	7	7	14	1	P1	98	-0.005079	-0.005079	-0.012305	-0.012305
40	7	7	14	1	P50	104	-0.003602	-0.012234	0.004233	-0.006615
40	7	7	14	1	P75	108	0.019751	0.019751	0.009978	0.009978
40	7	7	14	1	P90	112	0.012268	0.012268	0.017152	0.017152
40	7	7	14	1	P95	115	0.000262	0.000262	0.034603	0.034603
40	7	7	14	1	P99	115	0.000262	0.000262	0.034603	0.034603
40	7	7	14	1	P999	115	0.000262	0.000262	0.034603	0.034603
41	7	7	14	1	P1	94	0.014001	0.014001	0.018601	0.018601
41	7	7	14	1	P50	105	0.034551	-0.009563	0.016512	0.005531
41	7	7	14	1	P75	113	0.004124	0.004124	0.008150	0.008150
41	7	7	14	1	P90	118	0.004405	0.004405	0.008300	0.008300
41	7	7	14	1	P95	126	0.026290	0.026290	0.029999	0.029999
41	7	7	14	1	P99	126	0.026290	0.026290	0.029999	0.029999
41	7	7	14	1	P999	126	0.026290	0.026290	0.029999	0.029999
42	7	7	14	1	P1	96	-0.000571	-0.000571	0.006084	0.006084
42	7	7	14	1	P50	102	0.006284	-0.002437	0.012863	0.001922
42	7	7	14	1	P75	107	-0.011064	-0.011064	-0.002488	-0.002488
42	7	7	14	1	P90	109	-0.007852	-0.007852	0.000713	0.000713
42	7	7	14	1	P95	112	0.053388	0.053388	0.017152	0.017152
42	7	7	14	1	P99	112	0.053388	0.053388	0.017152	0.017152
42	7	7	14	1	P999	112	0.053388	0.053388	0.017152	0.017152
43	7	623	630	1	P1	1	0.017640	0.017640	0.028033	0.028033
43	7	623	630	1	P50	3	-0.000021	-0.000179	0.007287	0.007128
43	7	623	630	1	P75	4	-0.000502	-0.000502	-0.036739	-0.036739
43	7	623	630	1	P90	4	0.028036	0.027731	-0.009310	-0.009603
43	7	623	630	1	P95	4	0.037523	0.037523	-0.000192	-0.000192
43	7	623	630	1	P99	100	0.002067	0.002067	0.008727	0.008727
43	7	623	630	1	P999	112	0.019609	0.019609	0.017152	0.017152
44	7	31	38	1	P1	4	-0.008206	-0.008206	-0.030341	-0.030341
44	7	31	38	1	P50	5	0.018255	0.015492	0.039518	0.036699
44	7	31	38	1	P75	13	0.022126	0.022126	0.042635	0.042635
44	7	31	38	1	P90	111	-0.006586	-0.006586	0.011560	0.011560
44	7	31	38	1	P95	114	0.002963	0.002963	0.021252	0.021252
44	7	31	38	1	P99	114	0.025006	0.025006	0.043679	0.043679
44	7	31	38	1	P999	114	0.025006	0.025006	0.043679	0.043679
45	31	31	62	1	P1	42	-0.008410	-0.008410	0.005858	0.005858
45	31	31	62	1	P50	4067	0.018998	-0.972372	0.031258	-0.973180
45	31	31	62	1	P75	4877	0.011125	0.011125	0.015818	0.015818
45	31	31	62	1	P90	5460	-0.004046	-0.004046	0.005611	0.005611
45	31	31	62	1	P95	5564	0.009724	0.009724	0.012876	0.012876
45	31	31	62	1	P99	9459	0.000632	0.000632	0.012248	0.012248
45	31	31	62	1	P999	9459	0.000632	0.000632	0.012248	0.012248
46	7	7	14	1	P1	92	0.008257	0.008257	0.040745	0.040745
46	7	7	14	1	P50	104	0.016085	0.001477	0.004233	-0.006615
46	7	7	14	1	P75	108	0.004294	0.004294	-0.000932	-0.000932
46	7	7	14	1	P90	110	0.003319	0.003319	0.013391	0.013391
46	7	7	14	1	P95	112	0.029157	0.029157	0.017152	0.017152
46	7	7	14	1	P99	112	0.029157	0.029157	0.017152	0.017152
46	7	7	14	1	P999	112	0.029157	0.029157	0.017152	0.017152
47	7	7	14	1	P1	97	-0.006529	-0.006529	0.001497	0.001497
47	7	7	14	1	P50	103	0.020764	-0.001228	0.013983	0.005211
47	7	7	14	1	P75	108	0.005836	0.005836	-0.007421	-0.007421
47	7	7	14	1	P90	109	0.029705	0.029705	0.000713	0.000713
47	7	7	14	1	P95	111	0.033416	0.033416	0.026315	0.026315
47	7	7	14	1	P99	111	0.033416	0.033416	0.026315	0.026315
47	7	7	14	1	P999	111	0.033416	0.033416	0.026315	0.026315
48	623	7	630	1	P1	1	0.007627	0.007627	0.025667	0.025667
48	623	7	630	1	P50	3	-0.002091	-0.002259	0.013774	0.013604
48	623	7	630	1	P75	4	0.000546	0.000546	-0.027272	-0.027272
48	623	7	630	1	P90	4	0.021660	0.021435	-0.006783	-0.007001
48	623	7	630	1	P95	4	0.028646	0.028646	-0.000004	-0.000004
48	623	7	630	1	P99	954	-0.001696	-0.001696	0.003653	0.003653
48	623	7	630	1	P999	1087	-0.001638	-0.001638	0.003474	0.003474
49	31	31	62	1	P1	4	-0.000331	-0.000331	-0.032745	-0.032745
49	31	31	62	1	P50	2930	0.001535	-0.993230	0.011185	-0.993451
49	31	31	62	1	P75	3579	0.004233	0.004233	0.006566	0.006566
49	31	31	62	1	P90	3836	0.003681	0.003681	0.002368	0.002368
49	31	31	62	1	P95	3924	0.013674	0.013674	0.012343	0.012343
49	31	31	62	1	P99	7476	0.020975	0.020975	0.030678	0.030678
49	31	31	62	1	P999	7476	0.020975	0.020975	0.030678	0.030678
50	7	7	14	1	P1	864	0.000542	0.000542	-0.016597	-0.016597
50	7	7	14	1	P50	891	0.000190	-0.004147	0.014138	0.006822
50	7	7	14	1	P75	920	0.020517	0.020517	0.040745	0.040745
50	7	7	14	1	P90	961	0.005696	0.005696	0.025622	0.025622
50	7	7	14	1	P95	962	0.019309	0.019309	0.039501	0.039501
50	7	7	14	1	P99	962	0.019309	0.019309	0.039501	0.039501
50	7	7	14	1	P999	962	0.019309	0.019309	0.039501	0.039501
51	7	7	14	1	P1	864	-0.004476	-0.004476	-0.013030	-0.013030
51	7	7	14	1	P50	906	0.006076	-0.001193	-0.000587	-0.006770
51	7	7	14	1	P75	926	0.005995	0.005995	0.004483	0.004483
51	7	7	14	1	P90	951	0.008377	0.008377	0.006819	0.006819
51	7	7	14	1	P95	967	0.013502	0.013502	0.034126	0.034126
51	7	7	14	1	P99	967	0.013502	0.013502	0.034126	0.034126
51	7	7	14	1	P999	967	0.013502	0.013502	0.034126	0.034126
52	623	7	630	1	P1	1	0.036694	0.036694	0.044403	0.044403
52	623	7	630	1	P50	3	0.001916	0.001753	0.008948	0.008784
52	623	7	630	1	P75	4	0.003005	0.003005	-0.033006	-0.033006
52	623	7	630	1	P90	4	0.029060	0.028782	-0.007896	-0.008164
52	623	7	630	1	P95	4	0.037708	0.037708	0.000438	0.000438
52	623	7	630	1	P99	1006	0.000148	0.000148	0.002711	0.002711
52	623	7	630	1	P999	1112	0.019681	0.019681	0.024469	0.024469
53	31	31	62	1	P1	4	0.020699	0.020699	0.003953	0.003953
53	31	31	62	1	P50	2928	-0.006499	-0.995077	0.011875	-0.995165
53	31	31	62	1	P75	4870	0.006749	0.006749	0.009939	0.009939
53	31	31	62	1	P90	5273	0.008042	0.008042	0.010084	0.010084
53	31	31	62	1	P95	5490	0.002901	0.002901	0.013236	0.013236
53	31	31	62	1	P99	9835	-0.000098	-0.000098	0.016777	0.016777
53	31	31	62	1	P999	9835	-0.000098	-0.000098	0.016777	0.016777
54	7	7	14	1	P1	901	-0.019166	-0.019166	-0.015108	-0.015108
54	7	7	14	1	P50	925	0.019822	0.012453	0.026164	0.017286
54	7	7	14	1	P75	973	0.001674	0.001674	0.005665	0.005665
54	7	7	14	1	P90	998	0.008978	0.008978	0.002004	0.002004
54	7	7	14	1	P95	1016	0.012901	0.012901	0.027955	0.027955
54	7	7	14	1	P99	1016	0.012901	0.012901	0.027955	0.027955
54	7	7	14	1	P999	1016	0.012901	0.012901	0.027955	0.027955
55	7	7	14	1	P1	890	-0.009260	-0.009260	-0.005099	-0.005099
55	7	7	14	1	P50	930	-0.000103	-0.004923	0.004309	-0.001905
55	7	7	14	1	P75	937	0.006922	0.006922	0.015540	0.015540
55	7	7	14	1	P90	1005	0.006941	0.006941	0.016876	0.016876
