pair	n_a	n_b	n_union	remap	quantile	oracle	T_int_err	T_ceil_err	G_int_err	G_ceil_err
1	47	14	61	1	P1	1	-0.015000	-0.015000	0.000925	0.000925
1	47	14	61	1	P50	1	0.012725	0.012725	0.029070	0.029070
1	47	14	61	1	P75	1	0.026879	0.026879	0.043438	0.043438
1	47	14	61	1	P90	4	0.006703	0.006703	-0.021878	-0.021878
1	47	14	61	1	P95	4	0.019922	0.019922	-0.009047	-0.009047
1	47	14	61	1	P99	4	0.033316	0.033316	0.003953	0.003953
1	47	14	61	1	P999	4	0.033316	0.033316	0.003953	0.003953
2	14	14	28	0	P1	3	-0.029037	-0.029037	-0.003791	-0.003791
2	14	14	28	0	P50	4	-0.002829	-0.004711	-0.020399	-0.022248
2	14	14	28	0	P75	4	0.010443	0.008536	-0.007361	-0.009234
2	14	14	28	0	P90	4	0.018107	0.018107	0.000168	0.000168
2	14	14	28	0	P95	4	0.020032	0.020032	0.002059	0.002059
2	14	14	28	0	P99	4	0.021960	0.021960	0.003953	0.003953
2	14	14	28	0	P999	4	0.021960	0.021960	0.003953	0.003953
3	14	5	19	1	P1	1	0.004618	0.004618	0.008727	0.008727
3	14	5	19	1	P50	4	-0.028171	-0.028171	-0.028232	-0.028232
3	14	5	19	1	P75	4	-0.010364	-0.010364	-0.010481	-0.010481
3	14	5	19	1	P90	4	0.000477	0.000477	0.000325	0.000325
3	14	5	19	1	P95	4	0.004116	0.004116	0.003953	0.003953
3	14	5	19	1	P99	4	0.004116	0.004116	0.003953	0.003953
3	14	5	19	1	P999	4	0.004116	0.004116	0.003953	0.003953
4	4	2	6	0	P1	1	-0.014377	-0.014377	0.007267	0.007267
4	4	2	6	0	P50	1	0.007267	0.000000	0.029387	0.021960
4	4	2	6	0	P75	1	0.014587	0.014587	0.036868	0.036868
4	4	2	6	0	P90	1	0.021960	0.021960	0.044403	0.044403
4	4	2	6	0	P95	1	0.021960	0.021960	0.044403	0.044403
4	4	2	6	0	P99	1	0.021960	0.021960	0.044403	0.044403
4	4	2	6	0	P999	1	0.021960	0.021960	0.044403	0.044403
5	5	19	24	1	P1	1	0.000553	0.000553	0.002719	0.002719
5	5	19	24	1	P50	1	0.033807	0.030994	0.035929	0.033120
5	5	19	24	1	P75	2	-0.024763	-0.030062	-0.024866	-0.030147
5	5	19	24	1	P90	2	-0.008689	-0.008689	-0.008849	-0.008849
5	5	19	24	1	P95	2	-0.003272	-0.003272	-0.003452	-0.003452
5	5	19	24	1	P99	2	0.002174	0.002174	0.001975	0.001975
5	5	19	24	1	P999	2	0.002174	0.002174	0.001975	0.001975
6	21	13	34	1	P1	1	-0.012462	-0.012462	0.003348	0.003348
6	21	13	34	1	P50	15	-0.019262	-0.021924	-0.006294	-0.008989
6	21	13	34	1	P75	15	0.002298	0.002298	0.015528	0.015528
6	21	13	34	1	P90	15	0.016012	0.016012	0.029409	0.029409
6	21	13	34	1	P95	16	-0.005151	-0.005151	0.007923	0.007923
6	21	13	34	1	P99	18	0.007549	0.007549	0.020654	0.020654
6	21	13	34	1	P999	18	0.007549	0.007549	0.020654	0.020654
7	7	21	28	1	P1	1	0.000378	0.000378	0.006226	0.006226
7	7	21	28	1	P50	8	0.001006	-0.003828	0.001092	-0.003729
7	7	21	28	1	P75	9	-0.003019	-0.006632	-0.003247	-0.006849
7	7	21	28	1	P90	9	0.011564	0.011564	0.011293	0.011293
7	7	21	28	1	P95	9	0.015243	0.015243	0.014961	0.014961
7	7	21	28	1	P99	9	0.018936	0.018936	0.018642	0.018642
7	7	21	28	1	P999	9	0.018936	0.018936	0.018642	0.018642
8	8	18	26	0	P1	1	-0.019852	-0.019852	0.001672	0.001672
8	8	18	26	0	P50	1	0.001672	0.000000	0.023669	0.021960
8	8	18	26	0	P75	1	0.011765	0.011765	0.033984	0.033984
8	8	18	26	0	P90	1	0.018551	0.018551	0.040918	0.040918
8	8	18	26	0	P95	1	0.020254	0.020254	0.042659	0.042659
8	8	18	26	0	P99	1	0.021960	0.021960	0.044403	0.044403
8	8	18	26	0	P999	1	0.021960	0.021960	0.044403	0.044403
9	15	20	35	0	P1	1	-0.020273	-0.020273	0.001242	0.001242
9	15	20	35	0	P50	1	0.000621	0.000621	0.022595	0.022595
9	15	20	35	0	P75	1	0.011862	0.011862	0.034083	0.034083
9	15	20	35	0	P90	1	0.018162	0.018162	0.040521	0.040521
9	15	20	35	0	P95	1	0.020692	0.020692	0.043107	0.043107
9	15	20	35	0	P99	1	0.021960	0.021960	0.044403	0.044403
9	15	20	35	0	P999	1	0.021960	0.021960	0.044403	0.044403
10	17	11	28	0	P1	1	-0.019969	-0.019969	0.001553	0.001553
10	17	11	28	0	P50	1	0.001553	0.000000	0.023547	0.021960
10	17	11	28	0	P75	1	0.012490	0.010920	0.034725	0.033120
10	17	11	28	0	P90	1	0.018794	0.018794	0.041167	0.041167
10	17	11	28	0	P95	1	0.020376	0.020376	0.042783	0.042783
10	17	11	28	0	P99	1	0.021960	0.021960	0.044403	0.044403
10	17	11	28	0	P999	1	0.021960	0.021960	0.044403	0.044403
11	6	12	18	0	P1	1	-0.019124	-0.019124	0.002417	0.002417
11	6	12	18	0	P50	1	0.002417	0.000000	0.024430	0.021960
11	6	12	18	0	P75	1	0.012141	0.012141	0.034368	0.034368
11	6	12	18	0	P90	1	0.019497	0.019497	0.041885	0.041885
11	6	12	18	0	P95	1	0.021960	0.021960	0.044403	0.044403
11	6	12	18	0	P99	1	0.021960	0.021960	0.044403	0.044403
11	6	12	18	0	P999	1	0.021960	0.021960	0.044403	0.044403
12	9	9	18	0	P1	1	-0.019124	-0.019124	0.002417	0.002417
12	9	9	18	0	P50	1	0.002417	0.000000	0.024430	0.021960
12	9	9	18	0	P75	1	0.012141	0.012141	0.034368	0.034368
12	9	9	18	0	P90	1	0.019497	0.019497	0.041885	0.041885
12	9	9	18	0	P95	1	0.021960	0.021960	0.044403	0.044403
12	9	9	18	0	P99	1	0.021960	0.021960	0.044403	0.044403
12	9	9	18	0	P999	1	0.021960	0.021960	0.044403	0.044403
13	8	20	28	1	P1	1	-0.015480	-0.015480	0.005445	0.005445
13	8	20	28	1	P50	12	0.004529	-0.000309	0.025570	0.020632
13	8	20	28	1	P75	13	0.004750	-0.000693	0.025786	0.020230
13	8	20	28	1	P90	14	0.034403	0.034403	0.011149	0.011149
13	8	20	28	1	P95	15	-0.013353	-0.013353	0.007289	0.007289
13	8	20	28	1	P99	15	0.008316	0.008316	0.029409	0.029409
13	8	20	28	1	P999	15	0.008316	0.008316	0.029409	0.029409
14	20	8	28	1	P1	1	-0.010274	-0.010274	0.005445	0.005445
14	20	8	28	1	P50	73	-0.016377	-0.020258	-0.005189	-0.009110
14	20	8	28	1	P75	75	0.004903	-0.005964	0.016282	0.005304
14	20	8	28	1	P90	81	0.026118	0.026118	0.015335	0.015335
14	20	8	28	1	P95	84	0.033452	0.033452	0.000574	0.000574
14	20	8	28	1	P99	95	-0.003170	-0.003170	0.007879	0.007879
14	20	8	28	1	P999	95	-0.003170	-0.003170	0.007879	0.007879
15	7	8	15	0	P1	1	-0.018650	-0.018650	0.002901	0.002901
15	7	8	15	0	P50	1	0.001449	0.001449	0.023441	0.023441
15	7	8	15	0	P75	1	0.013119	0.013119	0.035367	0.035367
15	7	8	15	0	P90	1	0.019004	0.019004	0.041382	0.041382
15	7	8	15	0	P95	1	0.021960	0.021960	0.044403	0.044403
15	7	8	15	0	P99	1	0.021960	0.021960	0.044403	0.044403
15	7	8	15	0	P999	1	0.021960	0.021960	0.044403	0.044403
16	10	3	13	0	P1	1	-0.018213	-0.018213	0.003348	0.003348
16	10	3	13	0	P50	1	0.001672	0.001672	0.023669	0.023669
16	10	3	13	0	P75	1	0.011765	0.011765	0.033984	0.033984
16	10	3	13	0	P90	1	0.018551	0.018551	0.040918	0.040918
16	10	3	13	0	P95	1	0.021960	0.021960	0.044403	0.044403
16	10	3	13	0	P99	1	0.021960	0.021960	0.044403	0.044403
16	10	3	13	0	P999	1	0.021960	0.021960	0.044403	0.044403
17	6	18	24	1	P1	1	0.000202	0.000202	0.007267	0.007267
17	6	18	24	1	P50	7	-0.002618	-0.007434	-0.000539	-0.005352
17	6	18	24	1	P75	8	-0.019805	-0.024537	-0.018053	-0.022781
17	6	18	24	1	P90	8	-0.005470	-0.005470	-0.003729	-0.003729
17	6	18	24	1	P95	8	-0.000645	-0.000645	0.001092	0.001092
17	6	18	24	1	P99	8	0.004203	0.004203	0.005936	0.005936
17	6	18	24	1	P999	8	0.004203	0.004203	0.005936	0.005936
18	19	20	39	0	P1	1	-0.014894	-0.014894	0.008727	0.008727
18	19	20	39	0	P50	3	-0.033438	-0.033438	-0.010262	-0.010262
18	19	20	39	0	P75	3	-0.012213	-0.012213	0.011473	0.011473
18	19	20	39	0	P90	3	0.000746	0.000746	0.024742	0.024742
18	19	20	39	0	P95	3	0.005103	0.005103	0.029204	0.029204
18	19	20	39	0	P99	3	0.007289	0.007289	0.031442	0.031442
18	19	20	39	0	P999	3	0.007289	0.007289	0.031442	0.031442
19	21	19	40	1	P1	2	-0.013224	-0.013224	-0.037144	-0.037144
19	21	19	40	1	P50	53	-0.020352	-0.026419	-0.008858	-0.012765
19	21	19	40	1	P75	55	0.004523	-0.001698	0.004097	-0.010339
19	21	19	40	1	P90	58	0.007334	-0.003557	0.023663	0.012605
19	21	19	40	1	P95	64	-0.004162	-0.046534	0.011907	-0.031114
19	21	19	40	1	P99	67	0.037675	0.037675	0.009518	0.009518
19	21	19	40	1	P999	67	0.037675	0.037675	0.009518	0.009518
20	13	2	15	0	P1	1	-0.018650	-0.018650	0.002901	0.002901
20	13	2	15	0	P50	1	0.001449	0.001449	0.023441	0.023441
20	13	2	15	0	P75	1	0.013119	0.013119	0.035367	0.035367
20	13	2	15	0	P90	1	0.019004	0.019004	0.041382	0.041382
20	13	2	15	0	P95	1	0.021960	0.021960	0.044403	0.044403
20	13	2	15	0	P99	1	0.021960	0.021960	0.044403	0.044403
20	13	2	15	0	P999	1	0.021960	0.021960	0.044403	0.044403
21	3	334	337	0	P1	1	-0.020981	-0.020981	0.000519	0.000519
21	3	334	337	0	P50	1	0.000195	0.000195	0.022159	0.022159
21	3	334	337	0	P75	1	0.011150	0.011150	0.033355	0.033355
21	3	334	337	0	P90	1	0.017860	0.017860	0.040212	0.040212
21	3	334	337	0	P95	1	0.020106	0.020106	0.042508	0.042508
21	3	334	337	0	P99	1	0.021828	0.021828	0.044267	0.044267
21	3	334	337	0	P999	46	0.016374	0.016374	0.038694	0.038694
22	2	2	4	0	P1	4	-0.010802	-0.010802	-0.028232	-0.028232
22	2	2	4	0	P50	4	0.010920	0.000000	-0.006892	-0.017620
22	2	2	4	0	P75	4	0.021960	0.010920	0.003953	-0.006892
22	2	2	4	0	P90	4	0.021960	0.021960	0.003953	0.003953
22	2	2	4	0	P95	4	0.021960	0.021960	0.003953	0.003953
22	2	2	4	0	P99	4	0.021960	0.021960	0.003953	0.003953
22	2	2	4	0	P999	4	0.021960	0.021960	0.003953	0.003953
23	2	2	4	0	P1	4	-0.010802	-0.010802	-0.028232	-0.028232
23	2	2	4	0	P50	4	0.010920	0.000000	-0.006892	-0.017620
23	2	2	4	0	P75	4	0.021960	0.010920	0.003953	-0.006892
23	2	2	4	0	P90	4	0.021960	0.021960	0.003953	0.003953
23	2	2	4	0	P95	4	0.021960	0.021960	0.003953	0.003953
23	2	2	4	0	P99	4	0.021960	0.021960	0.003953	0.003953
23	2	2	4	0	P999	4	0.021960	0.021960	0.003953	0.003953
24	2	3	5	0	P1	3	0.005304	0.005304	0.031442	0.031442
24	2	3	5	0	P50	4	0.000000	0.000000	-0.017620	-0.017620
24	2	3	5	0	P75	4	0.010920	0.010920	-0.006892	-0.006892
24	2	3	5	0	P90	4	0.021960	0.021960	0.003953	0.003953
24	2	3	5	0	P95	4	0.021960	0.021960	0.003953	0.003953
24	2	3	5	0	P99	4	0.021960	0.021960	0.003953	0.003953
24	2	3	5	0	P999	4	0.021960	0.021960	0.003953	0.003953
25	4	34	38	0	P1	3	-0.033627	-0.033627	-0.008501	-0.008501
25	4	34	38	0	P50	4	-0.006662	-0.008320	-0.024164	-0.025793
25	4	34	38	0	P75	4	0.008390	0.008390	-0.009378	-0.009378
25	4	34	38	0	P90	4	0.018551	0.018551	0.000604	0.000604
25	4	34	38	0	P95	4	0.021960	0.021960	0.003953	0.003953
25	4	34	38	0	P99	5	0.015930	0.015930	0.042344	0.042344
25	4	34	38	0	P999	5	0.015930	0.015930	0.042344	0.042344
26	516	5	521	1	P1	3	-0.048805	-0.048805	-0.010380	-0.010380
26	516	5	521	1	P50	4	-0.019067	-0.019067	-0.023690	-0.023690
26	516	5	521	1	P75	4	-0.003985	-0.003985	-0.008874	-0.008874
26	516	5	521	1	P90	4	0.005175	0.005175	0.000123	0.000123
26	516	5	521	1	P95	4	0.008247	0.008247	0.003140	0.003140
26	516	5	521	1	P99	5	-0.004529	-0.004529	0.034383	0.034383
26	516	5	521	1	P999	45	0.027059	0.027059	0.016635	0.016635
27	516	303	819	1	P1	3	-0.028639	-0.028639	-0.010162	-0.010162
27	516	303	819	1	P50	4	0.006664	0.006664	-0.022187	-0.022187
27	516	303	819	1	P75	4	0.032753	0.032753	-0.007710	-0.007710
27	516	303	819	1	P90	4	0.048364	0.048364	0.001079	0.001079
27	516	303	819	1	P95	5	-0.038463	-0.038463	-0.000886	-0.000886
27	516	303	819	1	P99	5	-0.001561	-0.001561	0.034449	0.034449
27	516	303	819	1	P999	43	0.029030	0.029030	0.018688	0.018688
28	515	514	1029	0	P1	3	-0.035244	-0.035244	-0.010160	-0.010160
28	515	514	1029	0	P50	4	-0.004093	-0.004093	-0.021641	-0.021641
28	515	514	1029	0	P75	4	0.010804	0.010804	-0.007006	-0.007006
28	515	514	1029	0	P90	4	0.019896	0.019896	0.001926	0.001926
28	515	514	1029	0	P95	5	-0.016804	-0.016804	0.008759	0.008759
28	515	514	1029	0	P99	5	0.010512	0.010512	0.036786	0.036786
28	515	514	1029	0	P999	7	0.027257	0.027257	0.009157	0.009157
29	100	205	305	0	P1	3	-0.033712	-0.033712	-0.008588	-0.008588
29	100	205	305	0	P50	4	-0.002799	-0.002799	-0.020369	-0.020369
29	100	205	305	0	P75	4	0.010566	0.010566	-0.007240	-0.007240
29	100	205	305	0	P90	4	0.018743	0.018743	0.000793	0.000793
29	100	205	305	0	P95	4	0.021423	0.021423	0.003426	0.003426
29	100	205	305	0	P99	5	0.004955	0.004955	0.031084	0.031084
29	100	205	305	0	P999	5	0.015930	0.015930	0.042344	0.042344
30	2	3	5	0	P1	3	0.005304	0.005304	0.031442	0.031442
30	2	3	5	0	P50	4	0.000000	0.000000	-0.017620	-0.017620
30	2	3	5	0	P75	4	0.010920	0.010920	-0.006892	-0.006892
30	2	3	5	0	P90	4	0.021960	0.021960	0.003953	0.003953
30	2	3	5	0	P95	4	0.021960	0.021960	0.003953	0.003953
30	2	3	5	0	P99	4	0.021960	0.021960	0.003953	0.003953
30	2	3	5	0	P999	4	0.021960	0.021960	0.003953	0.003953
31	2	272	274	1	P1	3	-0.016654	-0.016654	-0.002458	-0.002458
31	2	272	274	1	P50	42	-0.024439	-0.024785	0.009300	0.008886
31	2	272	274	1	P75	43	-0.003615	-0.003615	0.013690	0.013690
31	2	272	274	1	P90	45	0.002573	0.002573	0.011295	0.011295
31	2	272	274	1	P95	46	0.017110	0.017110	0.025880	0.025880
31	2	272	274	1	P99	54	-0.000332	-0.000332	0.007988	0.007988
31	2	272	274	1	P999	60	0.025227	0.025227	0.033479	0.033479
32	4	525	529	1	P1	8	-0.031214	-0.031214	-0.033941	-0.033941
32	4	525	529	1	P50	9	0.014072	0.014072	0.010698	0.010698
32	4	525	529	1	P75	10	-0.017172	-0.017172	0.022814	0.022814
32	4	525	529	1	P90	11	-0.040446	-0.040446	-0.001631	-0.001631
32	4	525	529	1	P95	11	-0.005859	-0.005859	0.034240	0.034240
32	4	525	529	1	P99	18	0.011533	0.011533	0.005979	0.005979
32	4	525	529	1	P999	49	0.027299	0.027299	0.018397	0.018397
33	595	2	597	1	P1	7	-0.030118	-0.030118	-0.032424	-0.032424
33	595	2	597	1	P50	8	-0.014375	-0.014375	-0.016978	-0.016978
33	595	2	597	1	P75	8	0.003441	0.003441	0.000758	0.000758
33	595	2	597	1	P90	9	0.000344	0.000344	-0.002533	-0.002533
33	595	2	597	1	P95	9	0.014800	0.014800	0.011856	0.011856
33	595	2	597	1	P99	10	-0.011372	-0.011372	0.029387	0.029387
33	595	2	597	1	P999	10	0.003075	0.003075	0.044403	0.044403
34	533	4	537	1	P1	7	-0.000067	-0.000067	-0.019653	-0.019653
34	533	4	537	1	P50	9	0.008771	0.008771	-0.011070	-0.011070
34	533	4	537	1	P75	9	0.037983	0.037983	0.017558	0.017558
34	533	4	537	1	P90	10	0.004928	0.004928	0.028873	0.028873
34	533	4	537	1	P95	10	0.015145	0.015145	0.039330	0.039330
34	533	4	537	1	P99	12	0.011480	0.011480	0.035520	0.035520
34	533	4	537	1	P999	66	0.001561	0.001561	0.024813	0.024813
35	2	4	6	0	P1	1	-0.014377	-0.014377	0.007267	0.007267
35	2	4	6	0	P50	1	0.007267	0.000000	0.029387	0.021960
35	2	4	6	0	P75	1	0.014587	0.014587	0.036868	0.036868
35	2	4	6	0	P90	1	0.021960	0.021960	0.044403	0.044403
35	2	4	6	0	P95	1	0.021960	0.021960	0.044403	0.044403
35	2	4	6	0	P99	1	0.021960	0.021960	0.044403	0.044403
35	2	4	6	0	P999	1	0.021960	0.021960	0.044403	0.044403
36	8	6	14	1	P1	5	-0.003034	-0.003034	0.012587	0.012587
36	8	6	14	1	P50	6	-0.001790	-0.006601	0.013715	0.008833
36	8	6	14	1	P75	6	0.012781	0.012781	0.028502	0.028502
36	8	6	14	1	P90	7	0.015671	0.015671	-0.012528	-0.012528
36	8	6	14	1	P95	7	0.037991	0.037991	0.009157	0.009157
36	8	6	14	1	P99	7	0.037991	0.037991	0.009157	0.009157
36	8	6	14	1	P999	7	0.037991	0.037991	0.009157	0.009157
37	3	3	6	1	P1	7	0.001582	0.001582	-0.012528	-0.012528
37	3	3	6	1	P50	8	-0.001579	-0.012367	-0.015680	-0.026313
37	3	3	6	1	P75	8	0.009327	0.009327	-0.004931	-0.004931
37	3	3	6	1	P90	8	0.020353	0.020353	0.005936	0.005936
37	3	3	6	1	P95	8	0.020353	0.020353	0.005936	0.005936
37	3	3	6	1	P99	8	0.020353	0.020353	0.005936	0.005936
37	3	3	6	1	P999	8	0.020353	0.020353	0.005936	0.005936
38	3	2	5	1	P1	5	0.042610	0.042610	0.042344	0.042344
38	3	2	5	1	P50	7	-0.018850	-0.018850	-0.019653	-0.019653
38	3	2	5	1	P75	7	-0.004509	-0.004509	-0.005352	-0.005352
38	3	2	5	1	P90	7	0.010042	0.010042	0.009157	0.009157
38	3	2	5	1	P95	7	0.010042	0.010042	0.009157	0.009157
38	3	2	5	1	P99	7	0.010042	0.010042	0.009157	0.009157
38	3	2	5	1	P999	7	0.010042	0.010042	0.009157	0.009157
39	2	2	4	1	P1	6	0.034110	0.034110	0.033479	0.033479
39	2	2	4	1	P50	7	0.010042	-0.011705	-0.005352	-0.019653
39	2	2	4	1	P75	7	0.054985	0.010042	0.009157	-0.005352
39	2	2	4	1	P90	7	0.054985	0.054985	0.009157	0.009157
39	2	2	4	1	P95	7	0.054985	0.054985	0.009157	0.009157
39	2	2	4	1	P99	7	0.054985	0.054985	0.009157	0.009157
39	2	2	4	1	P999	7	0.054985	0.054985	0.009157	0.009157
40	2	3	5	1	P1	5	-0.003034	-0.003034	0.012587	0.012587
40	2	3	5	1	P50	5	0.026285	0.026285	0.042344	0.042344
40	2	3	5	1	P75	6	-0.004198	-0.004198	0.011271	0.011271
40	2	3	5	1	P90	6	0.017686	0.017686	0.033479	0.033479
40	2	3	5	1	P95	6	0.017686	0.017686	0.033479	0.033479
40	2	3	5	1	P99	6	0.017686	0.017686	0.033479	0.033479
40	2	3	5	1	P999	6	0.017686	0.017686	0.033479	0.033479
41	4	2	6	1	P1	7	0.001582	0.001582	-0.012528	-0.012528
41	4	2	6	1	P50	8	0.005679	-0.008784	-0.008527	-0.022781
41	4	2	6	1	P75	8	0.020353	0.020353	0.005936	0.005936
41	4	2	6	1	P90	9	0.033278	0.033278	0.018642	0.018642
41	4	2	6	1	P95	9	0.033278	0.033278	0.018642	0.018642
41	4	2	6	1	P99	9	0.033278	0.033278	0.018642	0.018642
41	4	2	6	1	P999	9	0.033278	0.033278	0.018642	0.018642
42	3	3	6	0	P1	6	0.002095	0.002095	0.033479	0.033479
42	3	3	6	0	P50	7	0.010920	0.000000	-0.001745	-0.012528
42	3	3	6	0	P75	7	0.021960	0.021960	0.009157	0.009157
42	3	3	6	0	P90	8	0.018699	0.018699	0.005936	0.005936
42	3	3	6	0	P95	8	0.018699	0.018699	0.005936	0.005936
42	3	3	6	0	P99	8	0.018699	0.018699	0.005936	0.005936
42	3	3	6	0	P999	8	0.018699	0.018699	0.005936	0.005936
43	1501	518	2019	1	P1	5	0.018232	0.018232	0.018021	0.018021
43	1501	518	2019	1	P50	7	-0.017833	-0.017833	-0.019835	-0.019835
43	1501	518	2019	1	P75	7	0.002403	0.002403	-0.001281	-0.001281
43	1501	518	2019	1	P90	8	-0.031184	-0.031184	-0.032259	-0.032259
43	1501	518	2019	1	P95	8	-0.010586	-0.010586	-0.011923	-0.011923
43	1501	518	2019	1	P99	8	0.006039	0.006039	0.004487	0.004487
43	1501	518	2019	1	P999	45	0.021423	0.021423	0.016635	0.016635
44	3	3	6	0	P1	5	0.030727	0.030727	0.042344	0.042344
44	3	3	6	0	P50	6	0.021960	0.007267	0.033479	0.018620
44	3	3	6	0	P75	7	0.019823	0.019823	-0.012528	-0.012528
44	3	3	6	0	P90	7	0.042219	0.042219	0.009157	0.009157
44	3	3	6	0	P95	7	0.042219	0.042219	0.009157	0.009157
44	3	3	6	0	P99	7	0.042219	0.042219	0.009157	0.009157
44	3	3	6	0	P999	7	0.042219	0.042219	0.009157	0.009157
45	3	4	7	1	P1	5	-0.003034	-0.003034	0.012587	0.012587
45	3	4	7	1	P50	6	-0.014963	-0.014963	0.000347	0.000347
45	3	4	7	1	P75	6	0.006684	0.006684	0.022315	0.022315
45	3	4	7	1	P90	6	0.017686	0.017686	0.033479	0.033479
45	3	4	7	1	P95	6	0.017686	0.017686	0.033479	0.033479
45	3	4	7	1	P99	6	0.017686	0.017686	0.033479	0.033479
45	3	4	7	1	P999	6	0.017686	0.017686	0.033479	0.033479
46	6	5	11	1	P1	5	-0.006002	-0.006002	0.012587	0.012587
46	6	5	11	1	P50	6	-0.003189	-0.003189	0.011271	0.011271
46	6	5	11	1	P75	6	0.029917	0.029917	0.033479	0.033479
46	6	5	11	1	P90	7	-0.015639	-0.015639	-0.012528	-0.012528
46	6	5	11	1	P95	7	0.006038	0.006038	0.009157	0.009157
46	6	5	11	1	P99	7	0.006038	0.006038	0.009157	0.009157
46	6	5	11	1	P999	7	0.006038	0.006038	0.009157	0.009157
47	5	5	10	1	P1	5	0.014192	0.014192	0.012587	0.012587
47	5	5	10	1	P50	7	0.011529	-0.112344	0.009157	-0.114161
47	5	5	10	1	P75	8	-0.005932	-0.005932	-0.008527	-0.008527
47	5	5	10	1	P90	9	0.021647	-0.103465	0.018642	-0.105835
47	5	5	10	1	P95	9	0.021647	0.021647	0.018642	0.018642
47	5	5	10	1	P99	9	0.021647	0.021647	0.018642	0.018642
47	5	5	10	1	P999	9	0.021647	0.021647	0.018642	0.018642
48	5	21	26	0	P1	4	0.036845	0.036845	0.003953	0.003953
48	5	21	26	0	P50	6	-0.007215	-0.009608	0.003975	0.001555
48	5	21	26	0	P75	6	0.007267	0.007267	0.018620	0.018620
48	5	21	26	0	P90	6	0.017039	0.017039	0.028502	0.028502
48	5	21	26	0	P95	6	0.019497	0.019497	0.030987	0.030987
48	5	21	26	0	P99	6	0.021960	0.021960	0.033479	0.033479
48	5	21	26	0	P999	6	0.021960	0.021960	0.033479	0.033479
49	140	38	178	1	P1	5	-0.015185	-0.015185	0.000255	0.000255
49	140	38	178	1	P50	6	-0.007741	-0.008094	0.007676	0.007318
49	140	38	178	1	P75	6	0.007941	0.007941	0.023590	0.023590
49	140	38	178	1	P90	6	0.017686	0.017686	0.033479	0.033479
49	140	38	178	1	P95	7	0.018434	0.018434	-0.009843	-0.009843
49	140	38	178	1	P99	7	0.037991	0.037991	0.009157	0.009157
49	140	38	178	1	P999	8	0.034777	0.034777	0.005936	0.005936
50	10	2	12	1	P1	5	0.006924	0.006924	0.006739	0.006739
50	10	2	12	1	P50	6	-0.001285	-0.009943	0.003975	-0.003268
50	10	2	12	1	P75	6	0.025146	0.016259	0.026023	0.018620
50	10	2	12	1	P90	6	0.034110	0.034110	0.033479	0.033479
50	10	2	12	1	P95	7	0.010042	0.010042	0.009157	0.009157
50	10	2	12	1	P99	7	0.010042	0.010042	0.009157	0.009157
50	10	2	12	1	P999	7	0.010042	0.010042	0.009157	0.009157
51	2	5	7	0	P1	7	0.003202	0.003202	-0.012528	-0.012528
51	2	5	7	0	P50	8	-0.004335	-0.004335	-0.019947	-0.019947
51	2	5	7	0	P75	8	0.013119	0.013119	-0.002767	-0.002767
51	2	5	7	0	P90	8	0.021960	0.021960	0.005936	0.005936
51	2	5	7	0	P95	8	0.021960	0.021960	0.005936	0.005936
51	2	5	7	0	P99	8	0.021960	0.021960	0.005936	0.005936
51	2	5	7	0	P999	8	0.021960	0.021960	0.005936	0.005936
52	5	6	11	1	P1	6	-0.009943	-0.009943	0.000347	0.000347
52	5	6	11	1	P50	7	-0.015999	-0.015999	-0.021679	-0.021679
52	5	6	11	1	P75	7	0.010042	0.010042	-0.003292	-0.003292
52	5	6	11	1	P90	7	0.032269	0.032269	0.002913	0.002913
52	5	6	11	1	P95	7	0.054985	0.054985	0.009157	0.009157
52	5	6	11	1	P99	7	0.054985	0.054985	0.009157	0.009157
52	5	6	11	1	P999	7	0.054985	0.054985	0.009157	0.009157
53	5	5	10	1	P1	8	-0.012578	-0.012578	-0.029832	-0.029832
53	5	5	10	1	P50	8	0.023837	0.016448	0.005936	-0.001321
53	5	5	10	1	P75	9	0.021901	0.021901	0.003997	0.003997
53	5	5	10	1	P90	20	0.020101	-0.533435	0.001975	-0.541611
53	5	5	10	1	P95	20	0.020101	0.020101	0.001975	0.001975
53	5	5	10	1	P99	20	0.020101	0.020101	0.001975	0.001975
53	5	5	10	1	P999	20	0.020101	0.020101	0.001975	0.001975
54	5	82	87	1	P1	6	-0.035239	-0.035239	-0.006543	-0.006543
54	5	82	87	1	P50	7	0.003367	0.003367	-0.010769	-0.010769
54	5	82	87	1	P75	7	0.019217	0.019217	0.004853	0.004853
54	5	82	87	1	P90	8	-0.003024	-0.003024	-0.017104	-0.017104
54	5	82	87	1	P95	8	0.008596	0.008596	-0.005651	-0.005651
54	5	82	87	1	P99	8	0.020353	0.020353	0.005936	0.005936
54	5	82	87	1	P999	8	0.020353	0.020353	0.005936	0.005936
55	2	8	10	1	P1	5	-0.009972	-0.009972	0.006739	0.006739
55	2	8	10	1	P50	6	-0.012596	-0.145782	0.003975	-0.131380
55	2	8	10	1	P75	6	0.016436	0.016436	0.033479	0.033479
55	2	8	10	1	P90	11	0.018891	-0.180142	0.035645	-0.166566
55	2	8	10	1	P95	11	0.018891	0.018891	0.035645	0.035645
55	2	8	10	1	P99	11	0.018891	0.018891	0.035645	0.035645
55	2	8	10	1	P999	11	0.018891	0.018891	0.035645	0.035645
56	4	2	6	1	P1	5	-0.006640	-0.006640	0.008928	0.008928
56	4	2	6	1	P50	5	0.026285	0.015191	0.042344	0.031084
