key_ordinal	n	quantile	oracle	T_int_err	T_ceil_err	G_int_err	G_ceil_err
19	31	P50	47	0.001531	0.001531	0.001825	0.001825
19	31	P75	49	0.002848	0.002848	0.003142	0.003142
19	31	P90	54	0.002871	0.002871	0.003165	0.003165
19	31	P95	106	0.001246	0.001246	0.001540	0.001540
19	31	P99	118	0.002404	0.002404	0.002698	0.002698
19	31	P999	118	0.002404	0.002404	0.002698	0.002698
20	31	P1	41	0.000180	0.000180	0.000094	0.000094
20	31	P50	45	0.000538	0.000538	0.000453	0.000453
20	31	P75	48	0.001415	0.001415	0.001329	0.001329
20	31	P90	51	0.000597	0.000597	0.000511	0.000511
20	31	P95	111	0.000389	0.000389	0.000303	0.000303
20	31	P99	212	-0.000000	-0.000000	0.003659	0.003659
20	31	P999	212	-0.000000	-0.000000	0.003659	0.003659
21	31	P1	40	0.002321	0.002321	0.000490	0.000490
21	31	P50	45	-0.001456	-0.001456	0.000453	0.000453
21	31	P75	49	0.001228	0.001228	0.003142	0.003142
21	31	P90	62	0.001406	0.001406	0.003320	0.003320
21	31	P95	109	0.001625	0.001625	0.003540	0.003540
21	31	P99	218	-0.000000	-0.000000	0.001911	0.001911
21	31	P999	218	-0.000000	-0.000000	0.001911	0.001911
22	31	P1	45	-0.002489	-0.002489	-0.000170	-0.000170
22	31	P50	48	0.001344	0.001344	-0.000073	-0.000073
22	31	P75	51	0.001929	0.001929	0.000511	0.000511
22	31	P90	53	0.000841	0.000841	0.003168	0.003168
22	31	P95	55	0.001180	0.001180	0.003507	0.003507
22	31	P99	97	0.001974	0.001974	0.000556	0.000556
22	31	P999	97	0.001974	0.001974	0.000556	0.000556
23	31	P1	41	0.003021	0.003021	0.001965	0.001965
23	31	P50	46	-0.001781	-0.001781	0.000902	0.000902
23	31	P75	48	0.002385	0.002385	0.001329	0.001329
23	31	P90	57	0.000609	0.000609	-0.000444	-0.000444
23	31	P95	63	0.003325	0.003325	0.002269	0.002269
23	31	P99	213	-0.000000	-0.000000	0.002688	0.002688
23	31	P999	213	-0.000000	-0.000000	0.002688	0.002688
24	31	P1	40	0.001300	0.001300	0.000490	0.000490
24	31	P50	48	-0.000354	-0.000354	-0.001163	-0.001163
24	31	P75	50	0.001188	0.001188	0.000378	0.000378
24	31	P90	56	-0.000625	-0.000625	-0.001434	-0.001434
24	31	P95	105	0.000613	0.000613	0.003548	0.003548
24	31	P99	113	0.001947	0.001947	0.001136	0.001136
24	31	P999	113	0.001947	0.001947	0.001136	0.001136
25	31	P1	40	-0.000410	-0.000410	-0.001378	-0.001378
25	31	P50	45	0.001423	0.001423	0.000453	0.000453
25	31	P75	47	-0.000323	-0.000323	0.002449	0.002449
25	31	P90	52	0.000752	0.000752	0.003527	0.003527
25	31	P95	108	0.002508	0.002508	0.001537	0.001537
25	31	P99	217	-0.000000	-0.000000	0.002773	0.002773
25	31	P999	217	-0.000000	-0.000000	0.002773	0.002773
26	32	P1	949	0.002821	0.002821	0.000015	0.000015
26	32	P50	1016	0.000012	-0.001856	0.000948	-0.000921
26	32	P75	1041	-0.000000	-0.003731	0.000936	-0.002798
26	32	P90	1070	0.002430	0.002430	0.003368	0.003368
26	32	P95	1128	0.001973	0.001973	0.002911	0.002911
26	32	P99	1149	0.002217	0.002217	0.003156	0.003156
26	32	P999	1149	0.002217	0.002217	0.003156	0.003156
27	24	P1	1	-0.002800	-0.002800	0.000935	0.000935
27	24	P50	38	0.003195	-0.210251	0.003195	-0.210251
27	24	P75	119	0.001732	-0.097812	0.001732	-0.097812
27	24	P90	194	0.002673	0.002673	0.002673	0.002673
27	24	P95	241	0.002536	0.002536	0.002536	0.002536
27	24	P99	283	0.002618	0.002618	0.002618	0.002618
27	24	P999	283	0.002618	0.002618	0.002618	0.002618
28	28	P1	981	0.000618	0.000618	0.000493	0.000493
28	28	P50	2206	0.001393	-0.234894	0.001268	-0.234990
28	28	P75	11320	0.003235	-0.044350	0.003110	-0.044470
28	28	P90	12310	0.000378	0.000378	0.000253	0.000253
28	28	P95	12327	0.000244	0.000244	0.000119	0.000119
28	28	P99	18063	0.003186	0.003186	0.003060	0.003060
28	28	P999	18063	0.003186	0.003186	0.003060	0.003060
29	43	P1	1	0.001896	0.001896	0.003745	0.003745
29	43	P50	747	-0.000283	-0.000283	0.000129	0.000129
29	43	P75	6324	0.002255	0.002255	0.002204	0.002204
29	43	P90	7733	0.003006	0.003006	0.002911	0.002911
29	43	P95	8329	-0.000208	-0.000208	0.003425	0.003425
29	43	P99	10491	0.000821	0.000821	0.000661	0.000661
29	43	P999	10491	0.000821	0.000821	0.000661	0.000661
30	30	P1	903	0.002192	0.002192	0.001108	0.001108
30	30	P50	2690	0.002103	-0.432247	0.001019	-0.432861
30	30	P75	10678	0.002769	0.002769	0.001684	0.001684
30	30	P90	11731	0.002167	-0.038204	0.001083	-0.035646
30	30	P95	12288	0.000632	0.000632	0.003293	0.003293
30	30	P99	13818	0.002902	0.002902	0.001817	0.001817
30	30	P999	13818	0.002902	0.002902	0.001817	0.001817
31	24	P1	1	-0.003576	-0.003576	0.000156	0.000156
31	24	P50	1	-0.001712	-0.001867	0.002027	0.001871
31	24	P75	1	-0.000778	-0.000934	0.002964	0.002807
31	24	P90	1	-0.000311	-0.000311	0.003432	0.003432
31	24	P95	1	-0.000156	-0.000156	0.003589	0.003589
31	24	P99	1	-0.000000	-0.000000	0.003745	0.003745
31	24	P999	1	-0.000000	-0.000000	0.003745	0.003745
32	31	P1	14465	0.000304	0.000304	0.000912	0.000912
32	31	P50	15931	-0.000912	-0.000912	-0.000305	-0.000305
32	31	P75	18699	0.001487	0.001487	0.002095	0.002095
32	31	P90	21178	0.000345	0.000345	0.000953	0.000953
32	31	P95	22017	0.002614	0.002614	0.003224	0.003224
32	31	P99	33044	0.000286	0.000286	0.000894	0.000894
32	31	P999	33044	0.000286	0.000286	0.000894	0.000894
33	32	P1	4717	0.001336	0.001336	0.000082	0.000082
33	32	P50	8236	0.000951	-0.002784	0.001566	-0.004034
33	32	P75	9435	0.003349	-0.000394	0.002092	-0.001647
33	32	P90	10298	0.001795	0.001795	0.000539	0.000539
33	32	P95	10856	0.001357	0.001357	0.000102	0.000102
33	32	P99	11186	0.001316	0.001316	0.000061	0.000061
33	32	P999	11186	0.001316	0.001316	0.000061	0.000061
34	32	P1	5118	0.000686	0.000686	0.000726	0.000726
34	32	P50	8297	0.003497	-0.003977	0.003537	-0.003937
34	32	P75	10019	0.001801	-0.016748	0.001841	-0.016709
34	32	P90	11085	0.001616	0.001616	0.001657	0.001657
34	32	P95	11269	0.000104	0.000104	0.000144	0.000144
34	32	P99	11390	0.000638	0.000638	0.000678	0.000678
34	32	P999	11390	0.000638	0.000638	0.000678	0.000678
35	32	P1	5748	0.002949	0.002949	0.000515	0.000515
35	32	P50	7587	0.001972	-0.001766	0.003283	-0.000460
35	32	P75	8515	0.002457	-0.012420	0.000023	-0.014818
35	32	P90	8811	0.001926	0.001926	0.003237	0.003237
35	32	P95	8989	0.000613	0.000613	0.001922	0.001922
35	32	P99	9380	0.002895	0.002895	0.000460	0.000460
35	32	P999	9380	0.002895	0.002895	0.000460	0.000460
36	32	P1	5409	0.001215	0.001215	0.001496	0.001496
36	32	P50	7797	0.001861	-0.013007	0.002143	-0.012730
36	32	P75	8566	0.001248	-0.020958	0.001529	-0.024337
36	32	P90	9028	0.001049	0.001049	0.001330	0.001330
36	32	P95	9583	-0.000673	-0.000673	-0.000392	-0.000392
36	32	P99	9585	0.000988	0.000988	0.001269	0.001269
36	32	P999	9585	0.000988	0.000988	0.001269	0.001269
37	32	P1	5911	0.000555	0.000555	0.002458	0.002458
37	32	P50	10348	0.001271	-0.020935	0.003176	-0.022732
37	32	P75	12416	0.002241	-0.008936	0.000401	-0.010755
37	32	P90	12868	0.000122	0.000122	0.002025	0.002025
37	32	P95	13411	0.003653	0.003653	0.001811	0.001811
37	32	P99	13709	0.000359	0.000359	0.002262	0.002262
37	32	P999	13709	0.000359	0.000359	0.002262	0.002262
38	32	P1	5787	0.000856	0.000856	0.001229	0.001229
38	32	P50	9715	0.002378	-0.005088	0.002752	-0.004716
38	32	P75	10915	0.001787	-0.024086	0.002161	-0.023722
38	32	P90	11429	0.000625	0.000625	0.000998	0.000998
38	32	P95	11804	0.001984	0.001984	0.002358	0.002358
38	32	P99	12020	0.002542	0.002542	0.002916	0.002916
38	32	P999	12020	0.002542	0.002542	0.002916	0.002916
39	32	P1	5822	0.002739	0.002739	0.002678	0.002678
39	32	P50	9271	-0.000250	-0.001495	-0.000311	-0.001556
39	32	P75	10587	0.002831	-0.044735	0.002769	-0.044794
39	32	P90	11675	0.002193	0.002193	0.002132	0.002132
39	32	P95	11810	0.001910	0.001910	0.001848	0.001848
39	32	P99	12735	0.001260	0.001260	0.001199	0.001199
39	32	P999	12735	0.001260	0.001260	0.001199	0.001199
40	31	P1	5524	0.003491	0.003491	0.002889	0.002889
40	31	P50	9243	0.000822	0.000822	0.000221	0.000221
40	31	P75	10944	0.000105	0.000105	0.003248	0.003248
40	31	P90	12245	0.003662	0.003662	0.003060	0.003060
40	31	P95	12561	0.000604	0.000604	0.000004	0.000004
40	31	P99	13414	0.002187	0.002187	0.001586	0.001586
40	31	P999	13414	0.002187	0.002187	0.001586	0.001586
41	10	P1	35	0.003518	0.003518	0.003198	0.003198
41	10	P50	94	0.002391	-0.083619	0.002070	-0.083912
41	10	P75	140	0.000264	0.000264	0.003689	0.003689
41	10	P90	172	-0.000000	-0.138878	0.003424	-0.139153
41	10	P95	172	-0.000000	-0.000000	0.003424	0.003424
41	10	P99	172	-0.000000	-0.000000	0.003424	0.003424
41	10	P999	172	-0.000000	-0.000000	0.003424	0.003424
42	11	P1	22486	0.001346	0.001346	0.000830	0.000830
42	11	P50	65960	0.001724	0.001724	0.001209	0.001209
42	11	P75	102007	0.003076	0.003076	0.002560	0.002560
42	11	P90	109458	0.003600	0.003600	0.003083	0.003083
42	11	P95	184696	-0.000000	-0.000000	0.003228	0.003228
42	11	P99	184696	-0.000000	-0.000000	0.003228	0.003228
42	11	P999	184696	-0.000000	-0.000000	0.003228	0.003228
43	10	P1	69294	0.000738	0.000738	0.000492	0.000492
43	10	P50	92452	0.000230	-0.014614	0.003728	-0.014857
43	10	P75	94813	0.001180	0.001180	0.000933	0.000933
43	10	P90	121635	0.002507	-0.139939	0.002260	-0.140151
43	10	P95	121635	0.002507	0.002507	0.002260	0.002260
43	10	P99	121635	0.002507	0.002507	0.002260	0.002260
43	10	P999	121635	0.002507	0.002507	0.002260	0.002260
44	10	P1	58	0.001254	0.001254	0.002726	0.002726
44	10	P50	66	0.002874	0.001625	0.000602	-0.000644
44	10	P75	73	0.002995	0.002995	0.000722	0.000722
44	10	P90	114	0.002071	-0.350489	0.003545	-0.349533
44	10	P95	114	0.002071	0.002071	0.003545	0.003545
44	10	P99	114	0.002071	0.002071	0.003545	0.003545
44	10	P999	114	0.002071	0.002071	0.003545	0.003545
45	13	P1	3551	0.002998	0.002998	0.003685	0.003685
45	13	P50	58047	0.001229	0.001229	0.001914	0.001914
45	13	P75	66011	0.003495	0.003495	0.000435	0.000435
45	13	P90	70569	0.000265	0.000265	0.000949	0.000949
45	13	P95	98741	0.000772	0.000772	0.001457	0.001457
45	13	P99	98741	0.000772	0.000772	0.001457	0.001457
45	13	P999	98741	0.000772	0.000772	0.001457	0.001457
46	32	P1	7406	0.000615	0.000615	0.001258	0.001258
46	32	P50	11599	0.000542	-0.001326	-0.000061	-0.001306
46	32	P75	12507	0.003676	-0.000068	0.000575	-0.001294
46	32	P90	13136	0.003200	0.003200	0.000100	0.000100
46	32	P95	13301	0.001928	0.001928	0.002572	0.002572
46	32	P99	13424	0.000197	0.000197	0.000840	0.000840
46	32	P999	13424	0.000197	0.000197	0.000840	0.000840
47	623	P1	2	-0.002373	-0.002373	-0.000752	-0.000752
47	623	P50	4	0.000331	0.000331	-0.001781	-0.001781
47	623	P75	5	-0.003309	-0.003309	-0.001689	-0.001689
47	623	P90	5	-0.001128	-0.001128	0.000496	0.000496
47	623	P95	5	-0.000400	-0.000400	0.001225	0.001225
47	623	P99	66	0.002719	0.002719	0.000602	0.000602
47	623	P999	166	0.003666	0.003666	0.001547	0.001547
48	7	P1	1168	0.002670	0.002670	0.001703	0.001703
48	7	P50	1214	0.001420	0.001420	0.000453	0.000453
48	7	P75	1315	-0.000000	-0.000000	0.002776	0.002776
48	7	P90	7255	0.000395	0.000395	0.003172	0.003172
48	7	P95	7255	0.000395	0.000395	0.003172	0.003172
48	7	P99	7255	0.000395	0.000395	0.003172	0.003172
48	7	P999	7255	0.000395	0.000395	0.003172	0.003172
49	31	P1	5	0.000786	0.000786	0.001625	0.001625
49	31	P50	9	0.001729	0.001729	-0.001171	-0.001171
49	31	P75	12	-0.002240	-0.002240	-0.001403	-0.001403
49	31	P90	14	0.000352	0.000352	0.001191	0.001191
49	31	P95	14	0.002848	0.002848	0.003689	0.003689
49	31	P99	17	0.003067	0.003067	0.000162	0.000162
49	31	P999	17	0.003067	0.003067	0.000162	0.000162
50	31	P1	3559	0.000680	0.000680	0.001429	0.001429
50	31	P50	5074	0.001137	0.001137	0.001886	0.001886
50	31	P75	5408	0.000932	0.000932	0.001681	0.001681
50	31	P90	5738	0.001509	0.001509	0.002258	0.002258
50	31	P95	5976	0.001987	0.001987	0.002736	0.002736
50	31	P99	8432	0.001596	0.001596	0.002346	0.002346
50	31	P999	8432	0.001596	0.001596	0.002346	0.002346
51	7	P1	1116	0.002803	0.002803	0.002391	0.002391
51	7	P50	1193	0.003368	0.003368	0.002955	0.002955
51	7	P75	1206	-0.000000	-0.000000	0.003333	0.003333
51	7	P90	11992	0.001918	0.001918	0.001507	0.001507
51	7	P95	11992	0.001918	0.001918	0.001507	0.001507
51	7	P99	11992	0.001918	0.001918	0.001507	0.001507
51	7	P999	11992	0.001918	0.001918	0.001507	0.001507
52	31	P1	4	-0.000200	-0.000200	-0.002311	-0.002311
52	31	P50	5	-0.000747	-0.000747	0.000877	0.000877
52	31	P75	7	0.001815	0.001815	-0.000300	-0.000300
52	31	P90	11	0.000253	0.000253	0.001879	0.001879
52	31	P95	15	0.000349	0.000349	0.001975	0.001975
52	31	P99	19	0.003195	0.003195	0.001076	0.001076
52	31	P999	19	0.003195	0.003195	0.001076	0.001076
53	31	P1	4059	0.002506	0.002506	0.000800	0.000800
53	31	P50	5026	0.001881	0.001881	0.000176	0.000176
53	31	P75	5292	0.002642	0.002642	0.000936	0.000936
53	31	P90	5837	0.001806	0.001806	0.000101	0.000101
53	31	P95	6259	0.003027	0.003027	0.001320	0.001320
53	31	P99	8375	0.003359	0.003359	0.001651	0.001651
53	31	P999	8375	0.003359	0.003359	0.001651	0.001651
54	7	P1	956	-0.000518	-0.000518	0.000142	0.000142
54	7	P50	968	0.000091	0.000091	0.002623	0.002623
54	7	P75	1055	-0.000000	-0.000000	0.002532	0.002532
54	7	P90	1059	0.003698	0.003698	0.002485	0.002485
54	7	P95	1059	0.003698	0.003698	0.002485	0.002485
54	7	P99	1059	0.003698	0.003698	0.002485	0.002485
54	7	P999	1059	0.003698	0.003698	0.002485	0.002485
55	7	P1	943	0.000787	0.000787	0.002623	0.002623
55	7	P50	967	0.001822	0.001822	0.003660	0.003660
55	7	P75	996	0.002178	0.002178	0.000270	0.000270
55	7	P90	1017	-0.000000	-0.000000	0.001834	0.001834
55	7	P95	1017	-0.000000	-0.000000	0.001834	0.001834
55	7	P99	1017	-0.000000	-0.000000	0.001834	0.001834
55	7	P999	1017	-0.000000	-0.000000	0.001834	0.001834
56	7	P1	952	0.000633	0.000633	0.000597	0.000597
56	7	P50	964	0.001190	0.001190	0.003027	0.003027
56	7	P75	1017	-0.000000	-0.000000	0.001834	0.001834
56	7	P90	1062	0.001560	0.001560	0.003397	0.003397
56	7	P95	1062	0.001560	0.001560	0.003397	0.003397
56	7	P99	1062	0.001560	0.001560	0.003397	0.003397
56	7	P999	1062	0.001560	0.001560	0.003397	0.003397
57	7	P1	943	0.000253	0.000253	0.000751	0.000751
57	7	P50	949	0.003260	0.003260	0.000015	0.000015
57	7	P75	978	0.003062	0.003062	0.003562	0.003562
57	7	P90	1026	-0.000000	-0.000000	0.000498	0.000498
57	7	P95	1026	-0.000000	-0.000000	0.000498	0.000498
57	7	P99	1026	-0.000000	-0.000000	0.000498	0.000498
57	7	P999	1026	-0.000000	-0.000000	0.000498	0.000498
58	7	P1	934	0.003266	0.003266	0.000996	0.000996
58	7	P50	977	0.003111	0.003111	0.000841	0.000841
58	7	P75	1001	0.001266	0.001266	0.002742	0.002742
58	7	P90	1025	-0.000000	-0.000000	0.001474	0.001474
58	7	P95	1025	-0.000000	-0.000000	0.001474	0.001474
58	7	P99	1025	-0.000000	-0.000000	0.001474	0.001474
58	7	P999	1025	-0.000000	-0.000000	0.001474	0.001474
59	7	P1	934	0.000651	0.000651	0.000996	0.000996
59	7	P50	964	0.002681	0.002681	0.003027	0.003027
59	7	P75	1030	-0.000000	-0.000000	0.000345	0.000345
59	7	P90	1044	0.001452	0.001452	0.001798	0.001798
59	7	P95	1044	0.001452	0.001452	0.001798	0.001798
59	7	P99	1044	0.001452	0.001452	0.001798	0.001798
59	7	P999	1044	0.001452	0.001452	0.001798	0.001798
60	7	P1	946	0.001445	0.001445	0.001313	0.001313
60	7	P50	962	0.001494	0.001494	0.001362	0.001362
60	7	P75	1019	-0.000000	-0.000000	0.001739	0.001739
60	7	P90	1022	0.000799	0.000799	0.000667	0.000667
60	7	P95	1022	0.000799	0.000799	0.000667	0.000667
60	7	P99	1022	0.000799	0.000799	0.000667	0.000667
60	7	P999	1022	0.000799	0.000799	0.000667	0.000667
61	7	P1	936	0.002910	0.002910	0.002598	0.002598
61	7	P50	948	0.001382	0.001382	0.001070	0.001070
61	7	P75	1023	-0.000000	-0.000000	0.003432	0.003432
61	7	P90	1044	0.002110	0.002110	0.001798	0.001798
61	7	P95	1044	0.002110	0.002110	0.001798	0.001798
61	7	P99	1044	0.002110	0.002110	0.001798	0.001798
61	7	P999	1044	0.002110	0.002110	0.001798	0.001798
62	7	P1	933	0.001401	0.001401	0.002069	0.002069
62	7	P50	970	0.003634	0.003634	0.000556	0.000556
62	7	P75	1004	0.002822	0.002822	0.003490	0.003490
62	7	P90	1022	-0.000000	-0.000000	0.000667	0.000667
62	7	P95	1022	-0.000000	-0.000000	0.000667	0.000667
62	7	P99	1022	-0.000000	-0.000000	0.000667	0.000667
62	7	P999	1022	-0.000000	-0.000000	0.000667	0.000667
63	7	P1	942	0.000419	0.000419	0.001813	0.001813
63	7	P50	952	0.001073	0.001073	0.000597	0.000597
63	7	P75	1027	-0.000000	-0.000000	0.003267	0.003267
63	7	P90	1054	0.000215	0.000215	0.003483	0.003483
63	7	P95	1054	0.000215	0.000215	0.003483	0.003483
63	7	P99	1054	0.000215	0.000215	0.003483	0.003483
63	7	P999	1054	0.000215	0.000215	0.003483	0.003483
64	7	P1	937	0.000210	0.000210	0.001528	0.001528
64	7	P50	964	0.001708	0.001708	0.003027	0.003027
64	7	P75	1029	-0.000000	-0.000000	0.001317	0.001317
64	7	P90	1084	0.000261	0.000261	0.001579	0.001579
64	7	P95	1084	0.000261	0.000261	0.001579	0.001579
64	7	P99	1084	0.000261	0.000261	0.001579	0.001579
64	7	P999	1084	0.000261	0.000261	0.001579	0.001579
65	7	P1	947	0.000486	0.000486	0.002127	0.002127
65	7	P50	978	0.001919	0.001919	0.003562	0.003562
65	7	P75	1052	-0.000000	-0.000000	0.001640	0.001640
65	7	P90	3402	0.000050	0.000050	0.001690	0.001690
65	7	P95	3402	0.000050	0.000050	0.001690	0.001690
65	7	P99	3402	0.000050	0.000050	0.001690	0.001690
65	7	P999	3402	0.000050	0.000050	0.001690	0.001690
66	7	P1	941	0.003102	0.003102	0.001005	0.001005
66	7	P50	986	0.001241	0.001241	0.002889	0.002889
66	7	P75	1021	-0.000000	-0.000000	0.001647	0.001647
66	7	P90	1082	0.001780	0.001780	0.003430	0.003430
66	7	P95	1082	0.001780	0.001780	0.003430	0.003430
66	7	P99	1082	0.001780	0.001780	0.003430	0.003430
